number of rooms;area of apartment;number of floors;apartment floor;price;repair;bathroom;terrace;year of construction;elevator;garbage chute;type of house;district;street;concierge
3;55.0;5;1;3580000.0;косметический;совмещенный;нет;1967;0;0;кирпичный;р-н Индустриальный;улица Стахановская, 40;0
1;21.0;26;15;2100000.0;требует ремонта;совмещенный;лоджия;2021;1;0;монолитный;р-н Кировский;улица Буксирная, 10;1
1;29.0;9;3;2700000.0;косметический;совмещенный;балкон;1981;1;1;кирпичный;р-н Свердловский;улица Клары Цеткин, 21;0
4;78.0;10;2;6990000.0;дизайнерский;несколько;балкон;1990;1;1;панельный;р-н Мотовилихинский;улица Уинская, 7;0
4;95.0;5;3;4490000.0;косметический;раздельный;балкон;1957;0;0;кирпичный;р-н Свердловский;улица Куйбышева, 103;0
2;37.0;5;3;1880000.0;косметический;совмещенный;балкон;1982;0;0;панельный;р-н Кировский;улица Фадеева, 14;0
1;38.0;5;4;2500000.0;косметический;совмещенный;нет;1963;0;0;кирпичный;р-н Индустриальный;улица Баумана, 1;0
3;60.0;5;2;3300000.0;косметический;раздельный;балкон;1983;0;0;панельный;р-н Дзержинский;улица Костычева, 36;0
4;86.0;10;8;5100000.0;косметический;раздельный;балкон;1990;1;1;панельный;р-н Мотовилихинский;улица Уинская, 3;0
3;57.0;5;4;2274000.0;требует ремонта;совмещенный;балкон;1961;0;0;кирпичный;р-н Орджоникидзевский;улица Вильямса, 37А;0
2;53.0;5;5;3200000.0;косметический;раздельный;нет;1963;0;0;кирпичный;р-н Индустриальный;улица Мира, 126А;0
2;42.0;5;1;2469999.0;требует ремонта;совмещенный;нет;1966;0;0;кирпичный;р-н Свердловский;улица Льва Шатрова, 32;0
3;56.0;9;9;4100000.0;косметический;раздельный;балкон;1978;1;1;панельный;р-н Мотовилихинский;улица Аркадия Гайдара, 11А;0
2;43.0;5;5;2350000.0;дизайнерский;совмещенный;нет;1968;0;0;кирпичный;р-н Орджоникидзевский;улица Генерала Черняховского, 25;0
2;72.0;25;19;4900000.0;косметический;раздельный;лоджия;2017;2;0;монолитный;р-н Мотовилихинский;улица Уинская, 43;1
2;42.0;2;2;1649999.0;косметический;совмещенный;балкон;1950;0;0;блочный;р-н Дзержинский;улица Генерала Наумова, 3;0
2;42.0;5;4;2990000.0;косметический;совмещенный;балкон;1964;0;0;кирпичный;р-н Мотовилихинский;улица Аркадия Гайдара, 12А;0
2;54.0;16;1;3850000.0;косметический;раздельный;балкон;2009;1;0;панельный;р-н Мотовилихинский;улица Макаренко, 10А;1
3;58.0;9;5;3450000.0;косметический;раздельный;балкон;1984;1;1;панельный;р-н Свердловский;улица Анвара Гатауллина, 29к2;0
2;48.0;5;4;2900000.0;косметический;раздельный;балкон;2014;0;0;панельный;р-н Индустриальный;шоссеКосмонавтов, 330;0
3;61.0;10;10;3499000.0;евро;раздельный;лоджия;1991;1;1;кирпичный;р-н Мотовилихинский;улица Гашкова, 28;0
3;66.0;10;6;3740000.0;косметический;раздельный;балкон;1990;1;1;панельный;р-н Свердловский;улица Пихтовая, 42;0
4;102.0;10;7;7500000.0;евро;совмещенный;лоджия;2007;1;1;панельный;р-н Свердловский;улица Елькина, 41;1
3;61.0;5;2;2900000.0;косметический;раздельный;балкон;1974;0;0;панельный;р-н Мотовилихинский;улица Ивана Франко, 40/2;0
2;37.0;5;5;1850000.0;косметический;совмещенный;балкон;1986;0;0;панельный;р-н Кировский;улица Закамская, 5/2;0
1;38.0;10;3;3499000.0;косметический;раздельный;лоджия;2012;1;1;кирпичный;р-н Свердловский;улица Серпуховская, 6;0
3;59.0;5;3;3000000.0;евро;совмещенный;балкон;1997;0;0;панельный;р-н Орджоникидзевский;улица Щитовая, 7;0
2;65.0;16;16;5950000.0;евро;раздельный;балкон;2008;1;1;кирпичный;р-н Дзержинский;улица Голева, 13А;0
3;65.0;9;8;4545000.0;косметический;раздельный;лоджия;1980;1;1;кирпичный;р-н Дзержинский;улица Малкова, 28/6;0
3;60.0;9;7;6000000.0;дизайнерский;совмещенный;балкон;1976;1;1;панельный;р-н Ленинский;улица Пушкина, 11;0
3;51.0;9;3;3920000.0;косметический;раздельный;лоджия;1978;0;1;панельный;р-н Дзержинский;улица Подлесная, 23/1;0
3;64.0;9;5;2600000.0;требует ремонта;раздельный;лоджия;1983;1;1;панельный;р-н Орджоникидзевский;улица Карбышева, 82/1;0
3;108.0;17;7;8300000.0;требует ремонта;несколько;лоджия;2007;1;0;кирпичный;р-н Мотовилихинский;улица Уинская, 3А;1
3;66.0;10;7;3729000.0;косметический;раздельный;балкон;1990;1;1;панельный;р-н Кировский;улица Липатова, 20;0
2;53.0;10;8;4500000.0;требует ремонта;раздельный;лоджия;1993;1;1;панельный;р-н Индустриальный;улица Подводников, 27А;0
2;52.0;14;10;3750000.0;косметический;раздельный;лоджия;1976;1;1;кирпичный;р-н Свердловский;улица Холмогорская, 3;1
5;230.0;16;14;22800000.0;дизайнерский;несколько;лоджия;2007;2;0;монолитный;р-н Свердловский;улица Сибирская, 46;1
1;34.0;10;10;2100000.0;косметический;раздельный;лоджия;1987;1;0;панельный;р-н Кировский;улица Генерала Панфилова, 6/1;0
3;92.0;10;7;8950000.0;евро;совмещенный;лоджия;2009;1;0;кирпичный;р-н Ленинский;улица Ленина, 10;1
2;45.0;5;1;2690000.0;требует ремонта;раздельный;балкон;1967;0;0;панельный;р-н Дзержинский;шоссеКосмонавтов, 102;0
3;67.0;10;1;3790000.0;косметический;раздельный;нет;1989;1;1;панельный;р-н Кировский;улица Сысольская, 8А;0
3;64.0;9;4;2720000.0;требует ремонта;раздельный;лоджия;1983;1;1;панельный;р-н Орджоникидзевский;улица Карбышева, 78/2;0
1;43.0;12;9;3950000.0;косметический;совмещенный;лоджия;2017;1;0;монолитный;р-н Индустриальный;улица Космонавта Беляева, 9А;1
1;31.0;2;1;1500000.0;косметический;совмещенный;нет;1957;0;0;кирпичный;р-н Свердловский;улица Кузбасская, 41;0
1;36.0;5;3;1900000.0;требует ремонта;совмещенный;лоджия;1970;0;0;кирпичный;р-н Свердловский;улица Сергинская, 7;1
1;36.0;9;1;2680000.0;косметический;раздельный;нет;1994;1;0;панельный;р-н Дзержинский;улица Куфонина, 28/1;0
3;75.0;10;10;5850000.0;косметический;раздельный;лоджия;2004;1;0;панельный;р-н Дзержинский;улица Желябова, 3;1
3;62.0;5;4;3300000.0;евро;совмещенный;балкон;1968;0;0;кирпичный;р-н Орджоникидзевский;улица Коспашская, 15;0
2;28.0;9;9;1590000.0;косметический;совмещенный;нет;1978;1;1;кирпичный;р-н Кировский;улица Маршала Рыбалко, 115;1
2;38.0;5;1;2500000.0;косметический;совмещенный;нет;1980;0;0;панельный;р-н Кировский;улица Магистральная, 42;0
4;91.0;10;9;5900000.0;евро;раздельный;балкон;2005;1;0;кирпичный;р-н Орджоникидзевский;улица Вильямса, 4А;1
3;71.0;16;13;5200000.0;косметический;раздельный;лоджия;1987;1;1;панельный;р-н Мотовилихинский;улица Юрша, 64;0
2;60.0;17;3;3300000.0;косметический;раздельный;лоджия;2013;2;1;панельный;р-н Орджоникидзевский;улица Цимлянская, 17;0
3;97.0;17;10;9000000.0;косметический;несколько;балкон;2011;2;0;монолитный;р-н Свердловский;улица Николая Островского, 64;1
1;31.0;5;4;1370000.0;косметический;совмещенный;нет;1966;0;0;кирпичный;р-н Орджоникидзевский;улица Трясолобова, 106;0
2;59.0;10;8;5300000.0;евро;раздельный;лоджия;2011;1;1;панельный;р-н Дзержинский;улица Докучаева, 42А;0
1;20.0;9;8;1680000.0;косметический;совмещенный;балкон;1975;1;1;кирпичный;р-н Свердловский;улица Солдатова, 41;0
1;20.0;9;8;1680000.0;косметический;совмещенный;балкон;1975;1;1;кирпичный;р-н Свердловский;улица Солдатова, 41;0
3;55.0;9;5;5750000.0;евро;совмещенный;лоджия;1974;1;1;кирпичный;р-н Дзержинский;улица Крисанова, 19;0
2;44.0;5;5;3300000.0;косметический;совмещенный;балкон;1963;0;0;кирпичный;р-н Свердловский;улица Полины Осипенко, 59;0
3;108.0;9;9;11500000.0;евро;совмещенный;лоджия;2001;0;1;кирпичный;р-н Ленинский;улица Советская, 36;1
3;80.0;17;13;9500000.0;евро;раздельный;лоджия;2007;1;1;кирпичный;р-н Индустриальный;улица Мира, 11;1
3;90.0;19;5;8200000.0;дизайнерский;раздельный;лоджия;2014;0;0;монолитный;р-н Свердловский;улица Чернышевского, 17А;1
2;34.0;25;17;2270000.0;косметический;совмещенный;лоджия;2016;4;0;монолитный;р-н Орджоникидзевский;улица Вильямса, 51А;1
3;66.0;10;10;3300000.0;косметический;раздельный;лоджия;2018;1;1;панельный;р-н Орджоникидзевский;улица Ракитная, 42;0
3;74.0;5;1;8200000.0;косметический;раздельный;нет;1960;0;0;кирпичный;р-н Ленинский;улица Луначарского, 62Б;0
2;45.0;9;7;3000000.0;косметический;раздельный;балкон;1976;1;1;кирпичный;р-н Свердловский;улица Солдатова, 26;0
3;52.0;9;2;3200000.0;требует ремонта;раздельный;лоджия;1978;1;1;панельный;р-н Индустриальный;улица Самолётная, 30;0
4;86.0;10;1;3950000.0;косметический;раздельный;нет;1989;1;1;панельный;р-н Мотовилихинский;улица Юрша, 3А;0
2;42.0;5;5;2450000.0;косметический;совмещенный;балкон;1962;0;0;кирпичный;р-н Дзержинский;улица Ветлужская, 99;0
2;57.0;19;8;5100000.0;евро;совмещенный;лоджия;2010;1;0;кирпичный;р-н Дзержинский;улица Куфонина, 20;1
2;48.0;10;1;4050000.0;косметический;раздельный;балкон;2008;0;1;монолитный;р-н Мотовилихинский;улица Старцева, 17А;0
1;35.0;14;11;3150000.0;косметический;совмещенный;лоджия;1980;1;1;кирпичный;р-н Дзержинский;улица Грузинская, 15;1
3;70.0;25;17;5850000.0;косметический;раздельный;балкон;2017;2;0;монолитный;р-н Мотовилихинский;улица Фрезеровщиков, 94;1
2;51.0;11;9;5100000.0;косметический;совмещенный;балкон;2020;1;0;монолитный;р-н Мотовилихинский;улица Шмидта, 56;1
3;56.0;14;9;3990000.0;косметический;раздельный;лоджия;1982;1;1;кирпичный;р-н Дзержинский;улица Плеханова, 59А;0
3;60.0;16;1;4400000.0;дизайнерский;раздельный;лоджия;2014;1;1;панельный;р-н Индустриальный;улица Камышловская, 21;0
1;18.0;5;4;1350000.0;евро;совмещенный;нет;1969;0;0;кирпичный;р-н Кировский;улица Ласьвинская, 56А;1
3;57.0;9;3;3350000.0;евро;раздельный;балкон;1978;1;1;панельный;р-н Свердловский;улица Моторостроителей, 10;0
1;37.0;10;10;2200000.0;косметический;раздельный;лоджия;2014;1;1;панельный;р-н Орджоникидзевский;улица Менжинского, 36;0
3;105.0;18;17;11800000.0;дизайнерский;совмещенный;лоджия;2014;2;0;кирпичный;р-н Свердловский;улица Белинского, 31;1
2;47.0;5;3;2350000.0;косметический;раздельный;балкон;1981;0;0;панельный;р-н Орджоникидзевский;улица Уссурийская, 13;0
3;122.0;22;9;14300000.0;дизайнерский;несколько;балкон;2016;2;0;монолитный;р-н Свердловский;улица 25 Октября, 77;1
3;57.0;9;7;3390000.0;косметический;раздельный;лоджия;1980;1;1;панельный;р-н Кировский;улица Автозаводская, 27;0
1;23.0;16;8;2700000.0;дизайнерский;совмещенный;лоджия;2018;1;0;монолитный;р-н Индустриальный;улица Левченко, 29;1
3;89.0;17;10;6680000.0;косметический;несколько;лоджия;2012;1;0;монолитный;р-н Дзержинский;улица Кронштадтская, 31;1
2;46.0;9;2;2050000.0;косметический;совмещенный;нет;1978;1;0;кирпичный;р-н Кировский;улица Сысольская, 2;1
1;41.0;17;3;3450000.0;косметический;раздельный;лоджия;1987;1;1;кирпичный;р-н Ленинский;улица Попова, 25;0
1;38.0;20;3;3420000.0;косметический;совмещенный;лоджия;2011;1;0;кирпичный;р-н Мотовилихинский;улица Юрша, 82;1
3;52.0;9;7;3170000.0;косметический;раздельный;лоджия;1981;1;0;панельный;р-н Кировский;улица Автозаводская, 27/1;0
2;58.0;14;10;3350000.0;косметический;раздельный;лоджия;1980;1;1;кирпичный;р-н Свердловский;улица Моторостроителей, 17;0
4;89.0;10;9;7250000.0;косметический;совмещенный;лоджия;1998;1;1;кирпичный;р-н Свердловский;улица Максима Горького, 64;0
2;46.0;5;4;2630000.0;требует ремонта;совмещенный;балкон;1965;0;0;панельный;р-н Мотовилихинский;улица Старцева, 47, подъезд 2;0
3;62.0;10;6;3800000.0;евро;раздельный;лоджия;1990;1;1;кирпичный;р-н Дзержинский;улица Хабаровская, 135;0
2;30.0;5;4;1750000.0;требует ремонта;раздельный;нет;1960;0;0;кирпичный;р-н Кировский;улица Маршала Рыбалко, 80;0
2;70.0;20;5;6250000.0;косметический;несколько;балкон;2014;1;0;монолитный;р-н Свердловский;улица Белинского, 31;1
1;31.0;5;4;1770000.0;косметический;совмещенный;балкон;1963;0;0;блочный;р-н Орджоникидзевский;улица Гайвинская, 62А;0
3;59.0;9;4;3380000.0;косметический;раздельный;лоджия;1981;1;1;панельный;р-н Орджоникидзевский;улица Молдавская, 4;0
3;67.0;10;10;3900000.0;косметический;раздельный;балкон;1994;1;0;панельный;р-н Ленинский;улица Профессора Дедюкина, 6;0
1;48.0;25;6;4660000.0;косметический;совмещенный;лоджия;2015;1;0;монолитный;р-н Свердловский;улица Николая Островского, 93Д;1
2;42.0;5;1;2930000.0;косметический;раздельный;нет;1973;0;0;панельный;р-н Индустриальный;улица Чердынская, 32;0
2;75.0;25;21;6999999.0;дизайнерский;совмещенный;лоджия;2010;2;1;монолитный;р-н Дзержинский;улица Вильвенская, 6;1
3;126.0;9;3;7200000.0;косметический;несколько;лоджия;1995;2;0;кирпичный;р-н Мотовилихинский;бульвар Гагарина, 44;1
5;137.0;12;5;9900000.0;дизайнерский;совмещенный;лоджия;1997;2;0;кирпичный;р-н Свердловский;улица Николая Островского, 53;1
3;65.0;4;2;4350000.0;косметический;совмещенный;балкон;1929;0;0;кирпичный;р-н Свердловский;Комсомольский проспект, 87;0
3;67.0;9;4;3620000.0;косметический;раздельный;балкон;1987;1;1;панельный;р-н Мотовилихинский;улица Целинная, 31/1;0
2;56.0;16;16;4500000.0;косметический;раздельный;балкон;2012;1;1;панельный;р-н Дзержинский;улица Генерала Наумова, 19;0
1;33.0;16;7;2500000.0;косметический;совмещенный;лоджия;2016;1;1;кирпичный;р-н Кировский;улица Калинина, 46;0
3;61.0;16;16;5600000.0;косметический;совмещенный;лоджия;2021;1;0;панельный;р-н Дзержинский;улица Овчинникова, 15А;1
3;60.0;5;3;3860000.0;евро;раздельный;балкон;1991;0;0;панельный;р-н Орджоникидзевский;улица Адмирала Старикова, 9А;0
3;107.0;12;12;7200000.0;дизайнерский;раздельный;лоджия;2008;1;1;кирпичный;р-н Кировский;улица Кировоградская, 52;1
3;54.0;9;8;2950000.0;косметический;раздельный;лоджия;1974;1;1;кирпичный;р-н Свердловский;улица Моторостроителей, 3;0
2;54.0;10;5;4230000.0;косметический;раздельный;балкон;1993;1;1;панельный;р-н Индустриальный;улица Мира, 115;0
3;57.0;9;7;3250000.0;косметический;раздельный;лоджия;1976;1;0;панельный;р-н Мотовилихинский;улица Целинная, 17;0
2;65.0;25;11;4460000.0;дизайнерский;раздельный;лоджия;2012;2;1;блочный;р-н Мотовилихинский;улица Уинская, 31;1
1;41.0;22;13;4300000.0;косметический;совмещенный;лоджия;2015;1;0;монолитный;р-н Дзержинский;улица Подлесная, 43А;1
2;64.0;16;5;5500000.0;косметический;раздельный;лоджия;2001;1;1;кирпичный;р-н Дзержинский;Парковый проспект, 28А;1
2;38.0;4;4;1760000.0;косметический;совмещенный;нет;1961;0;0;кирпичный;р-н Орджоникидзевский;улица Вильямса, 37;0
3;75.0;10;10;5850000.0;косметический;раздельный;лоджия;2004;1;0;панельный;р-н Дзержинский;улица Желябова, 3;1
1;31.0;2;1;1500000.0;косметический;совмещенный;нет;1957;0;0;кирпичный;р-н Свердловский;улица Кузбасская, 41;0
2;45.0;5;1;2150000.0;дизайнерский;совмещенный;нет;1989;0;0;панельный;р-н Кировский;улица Генерала Панфилова, 13А;0
2;75.0;25;25;8200000.0;дизайнерский;несколько;нет;2018;3;0;монолитный;р-н Свердловский;улица Революции, 54;1
4;123.0;10;2;8500000.0;дизайнерский;раздельный;лоджия;2002;1;0;кирпичный;р-н Свердловский;улица Краснофлотская, 40А;0
1;33.0;12;12;2300000.0;косметический;совмещенный;балкон;1982;2;1;панельный;р-н Кировский;улица Ямпольская, 13;0
1;35.0;6;5;3180000.0;косметический;совмещенный;лоджия;2014;1;0;кирпичный;р-н Индустриальный;улица Малая, 1;1
3;119.0;10;4;12400000.0;евро;несколько;лоджия;1999;1;1;кирпичный;р-н Свердловский;улица Сибирская, 52;1
2;56.0;25;2;5430000.0;евро;раздельный;лоджия;2018;4;0;монолитный;р-н Дзержинский;улица Куфонина, 10Б;1
2;28.0;9;9;1590000.0;косметический;совмещенный;нет;1978;1;1;кирпичный;р-н Кировский;улица Маршала Рыбалко, 115;1
4;163.0;25;18;16990000.0;дизайнерский;несколько;нет;2009;2;1;монолитный;р-н Свердловский;улица Чернышевского, 15А;1
2;55.0;14;7;4400000.0;требует ремонта;раздельный;лоджия;1981;1;1;кирпичный;р-н Ленинский;улица Борчанинова, 14;0
3;61.0;5;1;3200000.0;косметический;раздельный;балкон;1972;0;0;панельный;р-н Индустриальный;улица Архитектора Свиязева, 50/2;0
3;68.0;14;11;3700000.0;косметический;раздельный;лоджия;1996;1;1;кирпичный;р-н Мотовилихинский;улица Гашкова, 28А;1
3;74.0;3;1;3050000.0;евро;раздельный;балкон;1957;0;0;блочный;р-н Кировский;улица Александра Невского, 28;0
3;81.0;16;3;5450000.0;косметический;раздельный;лоджия;2009;1;1;кирпичный;р-н Свердловский;улица Академика Курчатова, 1В;0
1;30.0;5;5;950000.0;требует ремонта;раздельный;балкон;1971;0;0;панельный;р-н Орджоникидзевский;улица вловский проезд, 2;0
3;70.0;5;1;3190000.0;требует ремонта;раздельный;лоджия;1990;0;0;кирпичный;р-н Мотовилихинский;улица Чехова, 8;0
2;42.0;5;3;3400000.0;евро;совмещенный;балкон;1965;0;0;панельный;р-н Свердловский;улица Механошина, 12;0
1;21.0;4;1;1690000.0;евро;совмещенный;нет;1957;0;0;кирпичный;р-н Индустриальный;улица Космонавта Леонова, 23;0
2;39.0;9;3;2500000.0;требует ремонта;совмещенный;лоджия;1972;1;0;кирпичный;р-н Свердловский;улица Солдатова, 34;0
1;11.0;15;10;1290000.0;евро;совмещенный;нет;1985;2;0;кирпичный;р-н Мотовилихинский;бульвар Гагарина, 36;1
2;43.0;9;3;2850000.0;требует ремонта;раздельный;лоджия;1980;1;1;панельный;р-н Свердловский;улица Муромская, 26;0
3;66.0;6;6;6200000.0;евро;раздельный;балкон;2019;1;0;кирпичный;р-н Мотовилихинский;улица Циолковского, 19;1
2;36.0;16;12;2800000.0;косметический;совмещенный;нет;2020;3;0;кирпичный;р-н Свердловский;улица Куйбышева, 109А;1
1;46.0;17;3;4050000.0;евро;совмещенный;лоджия;2008;1;0;монолитный;р-н Мотовилихинский;улица Красновишерская, 35;1
2;48.0;5;4;3000000.0;косметический;раздельный;балкон;1989;0;0;панельный;р-н Орджоникидзевский;улица Генерала Доватора, 40;0
2;54.0;17;10;2999000.0;косметический;раздельный;лоджия;2018;1;0;кирпичный;р-н Орджоникидзевский;улица Александра Щербакова, 43В;1
2;43.0;9;2;2950000.0;косметический;раздельный;лоджия;1978;1;1;панельный;р-н Свердловский;улица Моторостроителей, 10;0
4;85.0;10;2;4450000.0;евро;совмещенный;балкон;1992;1;1;панельный;р-н Мотовилихинский;улица Республиканская, 12;0
2;44.0;5;5;1780000.0;косметический;раздельный;балкон;1978;0;0;кирпичный;р-н Орджоникидзевский;улица Сухумская, 19;0
1;33.0;5;5;2750000.0;косметический;совмещенный;балкон;1964;0;0;панельный;р-н Мотовилихинский;улица Патриса Лумумбы, 1;0
1;37.0;10;1;2550000.0;косметический;раздельный;лоджия;2013;1;1;кирпичный;р-н Кировский;улица Танцорова, 37;0
3;107.0;12;6;5750000.0;косметический;несколько;балкон;2004;1;0;кирпичный;р-н Кировский;улица Кировоградская, 66;1
1;34.0;14;9;2850000.0;дизайнерский;совмещенный;лоджия;1980;2;0;кирпичный;р-н Свердловский;улица Холмогорская, 2;1
2;90.0;17;8;8200000.0;дизайнерский;совмещенный;лоджия;2000;1;1;кирпичный;р-н Ленинский;улица Пермская, 56;1
3;60.0;9;9;4750000.0;косметический;раздельный;лоджия;1976;1;1;панельный;р-н Ленинский;улица Пушкина, 21;0
2;57.0;14;9;4250000.0;евро;совмещенный;балкон;1994;2;1;кирпичный;р-н Свердловский;улица Революции, 3/1;1
3;84.0;16;11;5990000.0;евро;раздельный;лоджия;1995;1;1;кирпичный;р-н Свердловский;улица Солдатова, 42/3;1
4;80.0;9;8;4400000.0;косметический;раздельный;лоджия;1970;1;0;кирпичный;р-н Мотовилихинский;улица Тургенева, 35;0
3;41.0;5;5;2950000.0;косметический;совмещенный;балкон;1968;0;0;кирпичный;р-н Индустриальный;улица Мира, 70;0
3;60.0;14;13;4000000.0;косметический;совмещенный;лоджия;1985;1;0;кирпичный;р-н Дзержинский;шоссеКосмонавтов, 104;1
3;61.0;5;1;3200000.0;косметический;раздельный;балкон;1972;0;0;панельный;р-н Индустриальный;улица Архитектора Свиязева, 50/2;0
4;80.0;9;2;3950000.0;косметический;раздельный;балкон;1989;1;1;панельный;р-н Кировский;улица Камышинская, 15;0
2;78.0;25;16;19700000.0;дизайнерский;совмещенный;балкон;2019;2;0;монолитный;р-н Свердловский;улица Революции, 22;1
2;53.0;5;4;3000000.0;косметический;совмещенный;нет;1963;0;0;кирпичный;р-н Кировский;улица Маршала Рыбалко, 93;0
1;36.0;2;2;3299000.0;евро;совмещенный;нет;2018;0;0;кирпичный;р-н Свердловский;улица Вижайская, 19;1
3;60.0;5;2;4000000.0;требует ремонта;совмещенный;лоджия;1980;0;0;кирпичный;р-н Свердловский;улица Чернышевского, 5;0
1;34.0;9;1;2350000.0;косметический;раздельный;нет;1990;1;1;панельный;р-н Мотовилихинский;улица Евгения Пермяка, 1;0
1;52.0;25;17;4200000.0;евро;совмещенный;лоджия;2011;2;1;монолитный;р-н Индустриальный;улица Космонавта Беляева, 40Б;1
2;55.0;16;2;4900000.0;косметический;раздельный;лоджия;2017;1;1;панельный;р-н Дзержинский;улица Овчинникова, 35А;0
3;62.0;10;8;4100000.0;косметический;раздельный;лоджия;2003;1;0;кирпичный;р-н Мотовилихинский;улица Мотовилихинский, Лесная, 5;0
2;32.0;9;5;1400000.0;требует ремонта;совмещенный;балкон;1978;1;1;кирпичный;р-н Кировский;улица Сысольская, 2;1
3;61.0;9;8;3800000.0;евро;совмещенный;лоджия;1982;1;1;панельный;р-н Кировский;улица Автозаводская, 27/2;0
2;44.0;25;7;4490000.0;евро;совмещенный;нет;2021;2;0;монолитный;р-н Индустриальный;улица Теплогорская, 24к5;1
1;36.0;9;8;2450000.0;требует ремонта;раздельный;лоджия;1990;1;0;панельный;р-н Мотовилихинский;улица Зенкова, 8;0
3;57.0;9;1;3500000.0;косметический;раздельный;нет;1984;1;1;панельный;р-н Мотовилихинский;улица Ивановская, 19;0
3;55.0;3;2;3199000.0;косметический;совмещенный;балкон;1960;0;0;кирпичный;р-н Мотовилихинский;улица Звонарёва, 45;0
3;103.0;5;4;10900000.0;косметический;несколько;балкон;2017;1;0;кирпичный;р-н Ленинский;улица Монастырская, 70;1
2;59.0;9;6;6080000.0;евро;совмещенный;балкон;2015;1;1;монолитный;р-н Мотовилихинский;улица Крупской, 67;0
4;162.0;8;5;13350000.0;дизайнерский;несколько;лоджия;2002;1;0;кирпичный;р-н Индустриальный;улица Баумана, 24А;1
3;55.0;4;3;3000000.0;косметический;раздельный;балкон;1964;0;0;кирпичный;р-н Свердловский;улица Лодыгина, 26;0
4;80.0;9;2;5190000.0;косметический;раздельный;лоджия;1987;1;1;панельный;р-н Мотовилихинский;улица Юрша, 64;0
1;38.0;26;20;5500000.0;дизайнерский;совмещенный;лоджия;2017;1;0;монолитный;р-н Свердловский;улица Революции, 24;1
1;44.0;25;4;3980000.0;косметический;совмещенный;лоджия;2019;2;0;монолитный;р-н Свердловский;улица Героев Хасана, 11Б;1
2;57.0;19;5;4900000.0;евро;совмещенный;лоджия;2020;1;0;монолитный;р-н Свердловский;улица Александра Турчевича, 8;1
2;43.0;4;1;1780000.0;требует ремонта;совмещенный;нет;1962;0;0;кирпичный;р-н Орджоникидзевский;улица кая улица, 9;0
2;38.0;4;4;1760000.0;косметический;совмещенный;нет;1961;0;0;кирпичный;р-н Орджоникидзевский;улица Вильямса, 37;0
3;65.0;24;14;5700000.0;евро;раздельный;лоджия;2016;3;1;монолитный;р-н Мотовилихинский;улица Фрезеровщиков, 94;0
3;100.0;17;15;7700000.0;дизайнерский;несколько;лоджия;2015;1;0;кирпичный;р-н Свердловский;улица Холмогорская, 4Г;1
3;61.0;5;1;4050000.0;евро;совмещенный;нет;1975;0;0;кирпичный;р-н Свердловский;улица Народовольческая, 40;0
3;62.0;10;7;5490000.0;евро;раздельный;балкон;2000;1;0;кирпичный;р-н Мотовилихинский;улица Юрша, 100;0
1;22.0;20;17;1990000.0;евро;совмещенный;балкон;2015;2;0;монолитный;р-н Кировский;улица Автозаводская, 30;1
4;101.0;17;3;7400000.0;косметический;раздельный;лоджия;2000;1;1;кирпичный;р-н Ленинский;улица Пермская, 56;1
2;50.0;10;6;4155000.0;косметический;раздельный;лоджия;1988;1;1;кирпичный;р-н Свердловский;улица 25 Октября, 38;0
3;61.0;5;2;2949000.0;косметический;раздельный;балкон;1971;0;0;кирпичный;р-н Свердловский;улица Таборская, 12;0
1;34.0;14;5;3400000.0;косметический;раздельный;балкон;1970;4;1;кирпичный;р-н Дзержинский;улица Кронштадтская, 10;0
4;59.0;5;3;3700000.0;евро;раздельный;балкон;1972;0;0;панельный;р-н Свердловский;улица Уфимская, 14;0
2;67.0;17;1;4630000.0;косметический;совмещенный;нет;2018;1;1;кирпичный;р-н Свердловский;улица Холмогорская, 4Г;0
1;44.0;17;4;2700000.0;косметический;совмещенный;лоджия;2011;1;0;кирпичный;р-н Орджоникидзевский;улица Карбышева, 6;1
3;62.0;5;4;3700000.0;косметический;раздельный;балкон;1967;0;0;панельный;р-н Мотовилихинский;бульвар Гагарина, 15;0
4;85.0;9;1;4000000.0;требует ремонта;раздельный;нет;1991;1;1;панельный;р-н Мотовилихинский;улица Юрша, 21;0
4;83.0;12;6;6900000.0;евро;совмещенный;лоджия;1972;1;1;кирпичный;р-н Ленинский;улица Петропавловская, 93;0
2;36.0;25;19;3290000.0;косметический;совмещенный;балкон;2018;3;0;монолитный;р-н Свердловский;улица Солдатова, 29В;1
2;53.0;9;8;4380000.0;косметический;раздельный;лоджия;1993;1;1;панельный;р-н Свердловский;улица Елькина, 43;0
3;95.0;16;3;7100000.0;евро;раздельный;лоджия;2004;2;1;кирпичный;р-н Индустриальный;улица Милиционера Власова, 4;0
2;51.0;9;2;4150000.0;требует ремонта;раздельный;лоджия;1975;1;1;кирпичный;р-н Индустриальный;улица Стахановская, 2;0
2;52.0;10;3;4100000.0;требует ремонта;раздельный;балкон;1986;1;1;панельный;р-н Мотовилихинский;улица Юрша, 60;0
1;40.0;16;14;2860000.0;косметический;совмещенный;лоджия;2015;2;1;кирпичный;р-н Кировский;улица Калинина, 42;0
3;80.0;19;7;5990000.0;косметический;раздельный;лоджия;2019;1;0;монолитный;р-н Свердловский;улица Василия Татищева, 8;1
1;49.0;10;2;4370000.0;евро;совмещенный;лоджия;2003;1;0;кирпичный;р-н Мотовилихинский;улица Уинская, 9;1
