number of rooms;area of apartment;number of floors;apartment floor;price;repair;bathroom;terrace;year of construction;elevator;garbage chute;type of house;district;street;concierge
2;46.0;5;1;2400000.0;косметический;совмещенный;нет;1976;0;0;панельный;р-н Кировский;улица Богдана Хмельницкого, 31;0
2;63.0;19;13;4700000.0;косметический;раздельный;балкон;2014;1;0;кирпичный;р-н Свердловский;улица Самаркандская, 147;1
3;90.0;16;9;6990000.0;евро;совмещенный;лоджия;2012;1;0;панельный;р-н Свердловский;улица Механошина, 17;1
3;60.0;9;7;2900000.0;косметический;раздельный;лоджия;1977;1;1;панельный;р-н Орджоникидзевский;улица Генерала Черняховского, 94;0
2;44.0;9;3;2980000.0;косметический;раздельный;лоджия;1981;1;1;панельный;р-н Свердловский;улица Братская, 2/1;0
2;66.0;25;2;4690000.0;косметический;совмещенный;лоджия;2008;1;1;кирпичный;р-н Свердловский;улица Холмогорская, 4Б;0
1;28.0;9;7;1600000.0;косметический;совмещенный;лоджия;1991;1;0;кирпичный;р-н Орджоникидзевский;улица Памирская, 28;0
3;57.0;9;2;2700000.0;косметический;раздельный;балкон;1977;1;1;панельный;р-н Орджоникидзевский;улица Луговского, 132А;0
5;300.0;8;8;36000000.0;евро;несколько;лоджия;2001;1;0;кирпичный;р-н Свердловский;улица Сибирская, 65А;1
2;30.0;9;6;1560000.0;косметический;раздельный;балкон;1978;1;0;кирпичный;р-н Кировский;улица Сысольская, 2;1
1;28.0;17;8;2898000.0;косметический;совмещенный;лоджия;2020;1;0;панельный;р-н Индустриальный;улица Стахановская, 1А;1
2;55.0;25;25;4690000.0;косметический;совмещенный;лоджия;2020;2;0;монолитный;р-н Свердловский;улица Василия Татищева, 6;1
1;37.0;17;15;3700000.0;косметический;совмещенный;лоджия;2012;1;0;кирпичный;р-н Свердловский;улица Холмогорская, 4В;1
3;58.0;5;3;3100000.0;требует ремонта;раздельный;балкон;1971;0;0;кирпичный;р-н Свердловский;улица Таборская, 12;0
4;90.0;3;2;9250000.0;дизайнерский;несколько;лоджия;2014;0;0;кирпичный;р-н Мотовилихинский;улица Веры Фигнер, 13;0
1;58.0;20;17;5850000.0;косметический;совмещенный;лоджия;2007;1;0;кирпичный;р-н Дзержинский;улица Куфонина, 20;1
2;66.0;16;8;4650000.0;косметический;раздельный;лоджия;2009;1;1;монолитный;р-н Дзержинский;улица Хабаровская, 64;0
1;38.0;7;4;2999000.0;евро;раздельный;лоджия;2007;1;1;панельный;р-н Дзержинский;улица Транспортная, 11;1
1;30.0;5;5;2400000.0;косметический;совмещенный;нет;1963;0;0;кирпичный;р-н Индустриальный;улица Кавалерийская, 2;0
3;89.0;17;14;8000000.0;дизайнерский;совмещенный;лоджия;2014;1;0;монолитный;р-н Дзержинский;Парковый проспект, 29;1
2;65.0;18;14;5500000.0;косметический;раздельный;лоджия;2002;1;1;кирпичный;р-н Индустриальный;шоссеКосмонавтов, 173А;1
3;65.0;10;4;6750000.0;косметический;раздельный;лоджия;1993;1;1;кирпичный;р-н Индустриальный;улица Советской Армии, 49;0
3;54.0;14;4;3500000.0;косметический;раздельный;лоджия;1979;1;1;кирпичный;р-н Мотовилихинский;улица КИМ, 17;0
4;152.0;14;6;16000000.0;евро;несколько;лоджия;2012;2;0;кирпичный;р-н Ленинский;улица Пушкина, 109;1
2;41.0;5;3;2200000.0;требует ремонта;совмещенный;балкон;1964;0;0;кирпичный;р-н Кировский;улица Ямпольская, 12Б;0
3;55.0;14;14;3900000.0;требует ремонта;раздельный;лоджия;1975;1;1;кирпичный;р-н Дзержинский;улица Мильчакова, 14;0
1;40.0;14;14;3700000.0;косметический;совмещенный;лоджия;2019;1;0;монолитный;р-н Индустриальный;улица Левченко, 29;1
1;39.0;18;4;2900000.0;косметический;совмещенный;балкон;2020;1;0;панельный;р-н Дзержинский;улица Маяковского, 47;1
3;63.0;9;4;3990000.0;косметический;раздельный;лоджия;1977;1;1;панельный;р-н Свердловский;улица Коломенская, 11;0
3;66.0;6;3;4250000.0;требует ремонта;раздельный;нет;1961;0;0;кирпичный;р-н Ленинский;Комсомольский проспект, 24;0
4;82.0;9;6;4600000.0;косметический;раздельный;балкон;1999;1;1;панельный;р-н Мотовилихинский;улица Уинская, 44;0
3;64.0;10;9;3500000.0;косметический;раздельный;лоджия;1991;1;1;кирпичный;р-н Дзержинский;улица Ветлужская, 66;0
4;88.0;10;6;5790000.0;евро;раздельный;лоджия;1996;1;1;панельный;р-н Мотовилихинский;улица Уинская, 4;0
3;43.0;5;5;2800000.0;требует ремонта;совмещенный;балкон;1967;0;0;кирпичный;р-н Мотовилихинский;улица Халтурина, 12;0
1;35.0;10;3;3200000.0;косметический;раздельный;лоджия;2005;2;1;панельный;р-н Индустриальный;улица Космонавта Беляева, 44;0
3;65.0;9;3;2800000.0;косметический;раздельный;лоджия;1998;1;1;панельный;р-н Орджоникидзевский;улица Краснослудская, 8;0
3;69.0;16;10;5900000.0;косметический;раздельный;лоджия;2010;1;1;панельный;р-н Дзержинский;Парковый проспект, 1А;0
3;111.0;25;17;9300000.0;евро;раздельный;лоджия;2017;1;0;монолитный;р-н Дзержинский;улица Окулова, 62;1
1;49.0;3;2;3569000.0;косметический;совмещенный;лоджия;2011;0;0;кирпичный;р-н Орджоникидзевский;улица Лобвинская, 25;0
3;96.0;16;6;6300000.0;косметический;совмещенный;лоджия;2007;2;1;монолитный;р-н Кировский;улица Светлогорская, 19;0
3;51.0;5;4;3550000.0;евро;раздельный;лоджия;1976;0;0;кирпичный;р-н Дзержинский;улица Грузинская, 13;0
2;49.0;10;10;4700000.0;евро;совмещенный;лоджия;1991;1;1;кирпичный;р-н Ленинский;улица Луначарского, 51;0
