number of rooms;area of apartment;number of floors;apartment floor;price;repair;bathroom;terrace;year of construction;elevator;garbage chute;type of house;district;street;concierge;distance;price for metre;district population;green rate;repair rate;bathroom rate;terrace rate;age
2;52.0;10;6;4200000.0;косметический;раздельный;лоджия;1993;1;1;кирпичный;р-н Свердловский;улица Революции, 6;0;3394.0994991156463;74318.1778421745;218220;2;1;2;2;28
2;49.0;10;10;4700000.0;евро;совмещенный;лоджия;1991;1;1;кирпичный;р-н Ленинский;улица Луначарского, 51;0;1215.413284087935;85854.45308674303;54741;4;2;1;2;30
1;21.0;25;21;1990000.0;требует ремонта;совмещенный;лоджия;2021;2;0;монолитный;р-н Кировский;улица Буксирная, 10;1;11438.17466002151;62889.363336951275;130798;5;0;1;2;0
1;41.0;17;3;3450000.0;косметический;раздельный;лоджия;1987;1;1;кирпичный;р-н Ленинский;улица Попова, 25;0;458.3132994881166;85854.45308674303;54741;4;1;2;2;34
2;24.0;5;5;1420000.0;косметический;совмещенный;нет;1975;0;0;кирпичный;р-н Орджоникидзевский;улица Академика Веденеева, 13;1;14318.576195078293;53809.059009550336;115722;4;1;1;0;46
1;38.0;10;10;3300000.0;косметический;раздельный;лоджия;2009;1;1;панельный;р-н Индустриальный;улица Космонавта Беляева, 35;1;5533.414942908036;78168.86137903988;169613;3;1;2;2;12
4;100.0;5;2;4500000.0;косметический;раздельный;нет;1976;0;0;кирпичный;р-н Свердловский;улица Лукоянова, 8/1;0;5791.286497209221;74318.1778421745;218220;2;1;2;0;45
2;65.0;10;7;4470000.0;евро;совмещенный;лоджия;2014;1;0;кирпичный;р-н Кировский;улица Танцорова, 37;0;11810.161960254272;62889.363336951275;130798;5;2;1;2;7
2;45.0;5;1;2950000.0;косметический;раздельный;нет;1975;0;0;кирпичный;р-н Дзержинский;улица Рабочая, 25;0;1962.8058899669024;76055.00621772064;166466;5;1;2;0;46
3;68.0;10;4;4300000.0;косметический;раздельный;лоджия;2009;1;1;панельный;р-н Кировский;улица Каляева, 20;0;12336.99251172672;62889.363336951275;130798;5;1;2;2;12
4;86.0;9;3;4900000.0;косметический;раздельный;лоджия;1988;1;1;панельный;р-н Мотовилихинский;улица Юрша, 5;0;4856.671482576982;69325.50503743357;193639;4;1;2;2;33
2;49.0;20;2;5200000.0;требует ремонта;совмещенный;лоджия;2021;1;0;монолитный;р-н Индустриальный;улица Карпинского, 49А;1;3042.066289689201;78168.86137903988;169613;3;0;1;2;0
1;36.0;10;8;1940000.0;косметический;раздельный;лоджия;2006;1;1;панельный;р-н Орджоникидзевский;улица Памирская, 32А;0;17286.406348187033;53809.059009550336;115722;4;1;2;2;15
4;153.0;16;1;5100000.0;косметический;несколько;лоджия;2015;1;0;монолитный;р-н Орджоникидзевский;улица Янаульская, 18;1;11316.81459872698;53809.059009550336;115722;4;1;6;2;6
1;30.0;2;1;1450000.0;требует ремонта;совмещенный;нет;1957;0;0;кирпичный;р-н Свердловский;улица Весенняя, 3;0;5564.573026179632;74318.1778421745;218220;2;0;1;0;64
1;37.0;22;17;3100000.0;косметический;совмещенный;лоджия;2018;1;0;монолитный;р-н Свердловский;улица Солдатова, 29В;1;4365.367811993485;74318.1778421745;218220;2;1;1;2;3
2;49.0;10;10;4700000.0;евро;совмещенный;лоджия;1991;1;1;кирпичный;р-н Ленинский;улица Луначарского, 51;0;1215.413284087935;85854.45308674303;54741;4;2;1;2;30
1;29.0;19;1;2600000.0;косметический;совмещенный;лоджия;2014;1;1;кирпичный;р-н Индустриальный;улица Веры Засулич, 46А;0;4449.869689940148;78168.86137903988;169613;3;1;1;2;7
1;32.0;5;1;1800000.0;требует ремонта;совмещенный;нет;1985;0;0;кирпичный;р-н Орджоникидзевский;улица Гайвинская, 6;0;11459.04981967036;53809.059009550336;115722;4;0;1;0;36
3;80.0;16;5;4990000.0;косметический;раздельный;лоджия;2013;1;1;монолитный;р-н Дзержинский;улица Докучаева, 52;0;5595.622241542529;76055.00621772064;166466;5;1;2;2;8
1;36.0;9;9;2200000.0;требует ремонта;совмещенный;лоджия;1992;1;1;кирпичный;р-н Дзержинский;улица Маяковского, 43;0;6870.280674429523;76055.00621772064;166466;5;0;1;2;29
1;32.0;3;2;2800000.0;дизайнерский;совмещенный;нет;1959;0;0;кирпичный;р-н Свердловский;улица Краснофлотская, 15;0;1314.8514895172184;74318.1778421745;218220;2;3;1;0;62
3;60.0;10;1;4000000.0;косметический;раздельный;лоджия;1986;1;1;кирпичный;р-н Индустриальный;улица Архитектора Свиязева, 58;0;6400.264568566721;78168.86137903988;169613;3;1;2;2;35
2;57.0;16;14;5500000.0;косметический;раздельный;лоджия;2014;1;0;панельный;р-н Индустриальный;улица Космонавта Беляева, 8;1;4381.674820436733;78168.86137903988;169613;3;1;2;2;7
3;67.0;9;5;3400000.0;косметический;раздельный;балкон;1992;1;1;панельный;р-н Мотовилихинский;улица Евгения Пермяка, 1;0;9039.148459223396;69325.50503743357;193639;4;1;2;1;29
1;33.0;10;4;2000000.0;косметический;раздельный;балкон;2008;0;1;панельный;р-н Орджоникидзевский;улица Делегатская, 39Б;0;17356.800723893994;53809.059009550336;115722;4;1;2;1;13
2;28.0;9;3;1750000.0;косметический;раздельный;нет;1975;2;1;кирпичный;р-н Дзержинский;шоссе Космонавтов, 84А;0;1857.1653696258172;76055.00621772064;166466;5;1;2;0;46
3;68.0;9;6;3280000.0;косметический;раздельный;лоджия;1991;1;1;кирпичный;р-н Орджоникидзевский;улица Кронита, 11;0;14507.626646367926;53809.059009550336;115722;4;1;2;2;30
1;43.0;16;5;4300000.0;косметический;совмещенный;балкон;2021;2;0;монолитный;р-н Мотовилихинский;улица Сапфирная, 13;1;6488.376245395305;69325.50503743357;193639;4;1;1;1;0
2;53.0;9;3;3940000.0;требует ремонта;раздельный;лоджия;1986;1;0;панельный;р-н Мотовилихинский;улица Старцева, 5;0;5213.860697378696;69325.50503743357;193639;4;0;2;2;35
3;61.0;5;4;3200000.0;косметический;раздельный;балкон;1969;0;0;кирпичный;р-н Свердловский;улица Академика Курчатова, 1;0;5426.636963280267;74318.1778421745;218220;2;1;2;1;52
2;45.0;2;2;1650000.0;косметический;раздельный;балкон;1956;0;0;блочный;р-н Кировский;улица Дунайская, 17;0;22258.62651669251;62889.363336951275;130798;5;1;2;1;65
3;66.0;9;4;5000000.0;евро;раздельный;лоджия;1986;1;1;панельный;р-н Мотовилихинский;улица Старцева, 7;0;5159.190459844357;69325.50503743357;193639;4;2;2;2;35
3;52.0;9;3;3550000.0;евро;совмещенный;лоджия;1978;1;1;панельный;р-н Свердловский;улица Лодыгина, 46к2;0;4882.708093086754;74318.1778421745;218220;2;2;1;2;43
2;45.0;3;3;1849000.0;косметический;раздельный;балкон;1959;0;0;кирпичный;р-н Кировский;улица Мензелинская, 14;0;22384.18497556184;62889.363336951275;130798;5;1;2;1;62
1;36.0;3;1;3500000.0;требует ремонта;совмещенный;нет;2008;0;0;кирпичный;р-н Дзержинский;улица Путейская, 15А;0;7320.348915402611;76055.00621772064;166466;5;0;1;0;13
3;90.0;16;14;5250000.0;косметический;несколько;лоджия;2009;2;1;монолитный;р-н Дзержинский;улица Хабаровская, 56;0;9223.468777999098;76055.00621772064;166466;5;1;6;2;12
3;61.0;9;9;2900000.0;косметический;раздельный;лоджия;1977;1;1;панельный;р-н Орджоникидзевский;улица Луговского, 132А;0;12309.70307900076;53809.059009550336;115722;4;1;2;2;44
2;38.0;9;9;1500000.0;косметический;раздельный;нет;1986;1;1;кирпичный;р-н Дзержинский;улица Хабаровская, 173;0;8865.898783166675;76055.00621772064;166466;5;1;2;0;35
1;44.0;25;4;3980000.0;косметический;совмещенный;лоджия;2019;2;0;монолитный;р-н Свердловский;улица Героев Хасана, 11Б;1;2922.724156911036;74318.1778421745;218220;2;1;1;2;2
2;41.0;5;1;2280000.0;косметический;совмещенный;нет;1966;0;0;кирпичный;р-н Кировский;улица Чистопольская, 23А;0;17105.225447751644;62889.363336951275;130798;5;1;1;0;55
1;41.0;2;1;1770000.0;косметический;раздельный;нет;1954;0;0;блочный;р-н Дзержинский;улица Машинистов, 47;0;7938.288209444231;76055.00621772064;166466;5;1;2;0;67
1;48.0;9;7;5300000.0;дизайнерский;совмещенный;балкон;2008;1;0;кирпичный;р-н Ленинский;улица Советская, 3;0;1865.20203482872;85854.45308674303;54741;4;3;1;1;13
3;62.0;9;7;4500000.0;косметический;раздельный;лоджия;1984;1;1;кирпичный;р-н Свердловский;улица Весёлая, 1;0;3330.91464996516;74318.1778421745;218220;2;1;2;2;37
3;107.0;12;4;5790000.0;косметический;раздельный;лоджия;2005;1;1;кирпичный;р-н Кировский;улица Кировоградская, 66;1;15336.794589917768;62889.363336951275;130798;5;1;2;2;16
2;39.0;5;4;2150000.0;требует ремонта;раздельный;балкон;1960;0;0;кирпичный;р-н Кировский;улица Маршала Рыбалко, 82;0;15491.82811136456;62889.363336951275;130798;5;0;2;1;61
3;64.0;9;1;2850000.0;требует ремонта;раздельный;лоджия;1994;1;1;кирпичный;р-н Орджоникидзевский;улица Кронита, 11;0;14507.626646367926;53809.059009550336;115722;4;0;2;2;27
