number of rooms;area of apartment;number of floors;apartment floor;year of construction;elevator;concierge;garbage chute;repair_дизайнерский;repair_евро;repair_косметический;repair_требует ремонта;bathroom_несколько;bathroom_раздельный;bathroom_совмещенный;terrace_балкон;terrace_лоджия;terrace_нет;type of house_блочный;type of house_деревянный;type of house_кирпичный;type of house_монолитный;type of house_панельный;district_Дзержинский;district_Индустриальный;district_Кировский;district_Ленинский;district_Мотовилихинский;district_Орджоникидзевский;district_Свердловский;lat;lon;edu;health;culture;eat;distance;price
1.0;36.6;5.0;3.0;1963.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;57.987885;56.20049;42.0;39.0;11.0;359.0;3035.67;2650000.0
4.0;94.0;3.0;2.0;1956.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;58.000443;55.94885;1.0;4.0;0.0;18.0;16573.52;4450000.0
2.0;45.0;5.0;5.0;1973.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;58.10278;56.30841;6.0;4.0;2.0;13.0;11271.51;2550000.0
3.0;52.1;9.0;8.0;1972.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;58.00115;56.272964;61.0;37.0;9.0;367.0;2765.84;4100000.0
3.0;68.9;9.0;1.0;1984.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;58.002125;56.2617;63.0;37.0;10.0;377.0;2114.59;5800000.0
2.0;68.6;10.0;5.0;2018.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;58.033142;56.02988;4.0;2.0;0.0;22.0;12023.07;4550000.0
2.0;45.0;5.0;5.0;1969.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;57.982994;56.293003;57.0;30.0;6.0;296.0;4833.96;2750000.0
3.0;60.3;9.0;6.0;1975.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;58.003937;56.219917;60.0;42.0;11.0;383.0;917.04;4450000.0
2.0;38.5;5.0;4.0;1993.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;58.090538;56.398804;6.0;3.0;0.0;5.0;13368.08;2100000.0
1.0;41.6;17.0;3.0;2014.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;57.968925;56.20291;20.0;27.0;9.0;216.0;4876.82;3200000.0
2.0;65.0;16.0;16.0;2008.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;57.997578;56.215275;54.0;43.0;11.0;388.0;1658.1;5950000.0
2.0;42.8;4.0;4.0;1960.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;58.112328;56.375233;6.0;6.0;2.0;12.0;14211.68;2099000.0
3.0;64.0;10.0;9.0;1991.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.044285;56.081203;7.0;0.0;0.0;16.0;9507.01;3500000.0
2.0;57.0;16.0;14.0;2015.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;58.002983;56.29281;55.0;30.0;8.0;327.0;3825.57;5500000.0
4.0;88.9;10.0;6.0;1996.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;58.005707;56.30093;53.0;29.0;8.0;295.0;4245.59;5790000.0
3.0;66.6;10.0;6.0;2009.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;58.13616;56.395546;2.0;3.0;0.0;1.0;17057.1;2850000.0
2.0;44.4;5.0;1.0;1970.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;57.965115;56.175117;11.0;20.0;4.0;104.0;5974.23;2650000.0
1.0;38.8;9.0;5.0;1992.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;58.017643;55.98012;2.0;4.0;0.0;22.0;14711.17;1690000.0
4.0;62.0;5.0;5.0;1971.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;57.960194;56.172836;8.0;18.0;2.0;79.0;6510.84;3300000.0
3.0;53.6;9.0;9.0;1971.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;57.996334;56.217163;56.0;43.0;11.0;391.0;1729.25;3800000.0
3.0;60.3;5.0;2.0;1968.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.000732;56.208397;46.0;40.0;11.0;369.0;1645.59;3990000.0
2.0;48.2;5.0;4.0;2014.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;57.947083;56.077938;0.0;3.0;0.0;16.0;11380.63;2900000.0
3.0;71.9;16.0;13.0;1987.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;58.006973;56.310043;51.0;27.0;6.0;279.0;4765.36;5200000.0
3.0;55.0;4.0;1.0;1964.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;57.99618;56.22497;60.0;42.0;11.0;389.0;1609.14;3990000.0
1.0;34.0;7.0;4.0;2014.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;58.030437;56.32587;38.0;15.0;0.0;98.0;6099.54;2550000.0
2.0;49.0;12.0;10.0;1981.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;57.998123;56.171158;31.0;27.0;11.0;299.0;3698.71;4050000.0
3.0;89.1;25.0;3.0;2010.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;57.969803;56.15356;22.0;32.0;6.0;192.0;6360.89;6990000.0
2.0;43.0;5.0;4.0;1957.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;58.028355;55.84199;3.0;1.0;0.0;4.0;22910.99;1750000.0
1.0;21.0;9.0;6.0;1983.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;57.995922;56.209198;48.0;39.0;11.0;377.0;2009.08;2250000.0
2.0;43.0;4.0;3.0;1962.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;58.011093;56.286575;55.0;31.0;8.0;325.0;3367.27;3199000.0
1.0;36.0;10.0;4.0;2015.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;58.052456;56.35062;9.0;2.0;0.0;13.0;8529.26;2599000.0
3.0;68.8;10.0;3.0;1997.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;58.00385;56.299328;54.0;29.0;8.0;305.0;4183.28;4790000.0
1.0;37.4;5.0;2.0;2004.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;58.120743;56.38085;5.0;5.0;2.0;10.0;15160.07;1950000.0
2.0;56.3;19.0;8.0;2013.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;57.996105;56.272026;60.0;37.0;9.0;371.0;2974.08;4980000.0
1.0;31.0;6.0;5.0;2021.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;57.959244;56.232162;15.0;20.0;3.0;122.0;5698.27;2800000.0
1.0;41.2;17.0;3.0;1987.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;58.005806;56.22779;61.0;42.0;11.0;391.0;526.31;3450000.0
1.0;22.4;9.0;3.0;2018.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;58.003723;56.33541;32.0;15.0;0.0;105.0;6289.36;2350000.0
1.0;14.6;9.0;9.0;1983.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;57.963623;56.23323;24.0;23.0;4.0;192.0;5213.62;1350000.0
2.0;36.5;5.0;5.0;1981.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;57.968678;56.192142;18.0;27.0;8.0;187.0;5140.84;2700000.0
1.0;30.0;5.0;5.0;1961.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;58.007774;55.966454;2.0;4.0;0.0;22.0;15499.73;1670000.0
2.0;52.0;10.0;10.0;1998.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;57.99439;56.135788;10.0;17.0;4.0;110.0;5801.73;4200000.0
2.0;49.1;10.0;10.0;1991.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;58.008354;56.24494;63.0;41.0;11.0;384.0;942.74;4700000.0
2.0;49.4;5.0;5.0;1995.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;58.006046;55.934578;1.0;4.0;0.0;19.0;17382.46;2550000.0
3.0;57.0;9.0;7.0;1976.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;58.060925;56.360336;9.0;0.0;0.0;7.0;9534.83;3250000.0
2.0;58.2;5.0;2.0;2020.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;58.118958;56.38046;5.0;5.0;2.0;11.0;14986.07;3200000.0
1.0;40.1;16.0;16.0;2014.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;58.10167;56.30599;6.0;4.0;2.0;12.0;11100.38;2450000.0
2.0;53.1;10.0;10.0;2011.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;58.08549;56.41214;6.0;3.0;0.0;4.0;13612.59;3150000.0
3.0;61.0;5.0;4.0;1969.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;57.96076;56.222157;15.0;20.0;3.0;132.0;5544.39;3200000.0
1.0;31.0;2.0;1.0;1959.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;57.96172;56.234985;22.0;21.0;3.0;151.0;5430.46;1250000.0
2.0;49.1;10.0;10.0;1991.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;58.008354;56.24494;63.0;41.0;11.0;384.0;942.74;4700000.0
3.0;74.0;10.0;6.0;1999.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;58.00385;56.299328;54.0;29.0;8.0;305.0;4183.28;4650000.0
1.0;38.6;16.0;12.0;2012.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;57.990772;56.24033;60.0;42.0;11.0;389.0;2281.23;3300000.0
2.0;46.1;10.0;9.0;2008.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;57.985016;56.20459;41.0;39.0;11.0;363.0;3186.19;4450000.0
2.0;61.0;25.0;7.0;2018.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;57.990852;56.26787;61.0;37.0;10.0;374.0;3143.8;5700000.0
2.0;42.5;5.0;3.0;1965.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;57.971947;56.16733;13.0;22.0;5.0;131.0;5635.11;2900000.0
1.0;36.4;5.0;4.0;1964.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;57.971764;56.158115;13.0;20.0;3.0;107.0;6016.96;2250000.0
2.0;44.3;2.0;2.0;1957.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;58.003292;55.95685;1.0;4.0;0.0;18.0;16083.65;1900000.0
3.0;67.0;9.0;9.0;1988.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;58.01529;55.9694;2.0;4.0;0.0;22.0;15331.08;3550000.0
2.0;45.5;5.0;5.0;1965.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.048836;56.09323;6.0;0.0;0.0;15.0;9086.79;2490000.0
3.0;60.5;9.0;6.0;1971.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;58.011383;56.22242;58.0;39.0;11.0;378.0;426.64;4600000.0
2.0;39.4;5.0;4.0;1960.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;58.008465;55.96158;2.0;4.0;0.0;18.0;15785.58;2150000.0
1.0;33.0;9.0;5.0;2015.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;58.030437;56.32587;38.0;15.0;0.0;98.0;6099.54;2400000.0
2.0;44.0;5.0;2.0;1969.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;57.963047;56.213596;15.0;23.0;4.0;162.0;5355.27;2890000.0
1.0;26.6;15.0;6.0;2015.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;57.984913;56.24518;59.0;42.0;11.0;387.0;2988.6;2150000.0
2.0;41.0;5.0;1.0;1966.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.997154;55.935177;1.0;4.0;0.0;16.0;17405.38;2280000.0
2.0;65.5;25.0;23.0;2014.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;58.00519;56.320732;47.0;25.0;2.0;217.0;5411.38;4800000.0
1.0;38.5;4.0;1.0;2012.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;57.974453;56.188824;21.0;27.0;10.0;224.0;4665.87;3350000.0
3.0;58.8;9.0;5.0;1985.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;58.00711;56.27698;58.0;34.0;9.0;352.0;2825.85;4550000.0
2.0;60.0;17.0;5.0;2009.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;58.13424;56.40136;2.0;3.0;0.0;1.0;17082.8;3300000.0
3.0;86.0;11.0;5.0;1993.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;57.969254;56.227856;34.0;37.0;10.0;308.0;4583.59;5700000.0
1.0;34.0;10.0;2.0;2009.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;57.975273;56.20267;30.0;34.0;11.0;331.0;4219.37;3200000.0
4.0;141.7;10.0;9.0;2020.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;58.00459;56.332912;35.0;18.0;0.0;125.0;6132.16;8775213.0
1.0;38.0;5.0;4.0;1963.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;57.987885;56.20049;42.0;39.0;11.0;359.0;3035.67;2500000.0
3.0;69.0;10.0;6.0;1988.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;57.994617;56.225323;59.0;43.0;11.0;391.0;1778.38;5400000.0
3.0;60.5;8.0;3.0;1996.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;57.995853;56.273018;60.0;37.0;9.0;368.0;3038.55;4250000.0
4.0;101.0;17.0;3.0;2000.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;58.01251;56.24914;62.0;37.0;10.0;371.0;1182.99;7400000.0
4.0;122.0;9.0;2.0;2001.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;58.02546;56.019608;2.0;3.0;0.0;23.0;12473.86;6500000.0
2.0;22.4;5.0;4.0;1973.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;57.967346;56.175785;12.0;23.0;4.0;129.0;5744.27;1560000.0
1.0;30.0;5.0;4.0;1967.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;58.017776;56.295303;53.0;27.0;8.0;302.0;3964.92;2350000.0
4.0;83.0;16.0;11.0;2006.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;58.0019;56.29985;54.0;29.0;8.0;305.0;4256.79;6700000.0
1.0;43.1;25.0;16.0;2017.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;57.998528;56.3033;54.0;29.0;6.0;300.0;4550.27;3690000.0
2.0;42.6;5.0;1.0;1962.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.045864;56.088474;7.0;0.0;0.0;15.0;9189.14;2370000.0
2.0;70.8;20.0;5.0;2014.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;57.999825;56.268543;62.0;37.0;9.0;375.0;2590.04;6250000.0
1.0;24.6;27.0;13.0;2018.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;58.101486;56.298782;3.0;4.0;2.0;12.0;10916.59;2000000.0
1.0;17.0;5.0;5.0;1969.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;57.98745;56.205715;43.0;39.0;11.0;363.0;2916.14;1320000.0
2.0;44.0;5.0;2.0;1962.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;58.002197;55.953903;1.0;4.0;0.0;18.0;16263.59;2600000.0
2.0;43.0;5.0;3.0;1968.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;58.11192;56.306927;3.0;6.0;2.0;11.0;12171.72;2050000.0
