number of rooms;area of apartment;number of floors;apartment floor;price;repair;bathroom;terrace;year of construction;elevator;type of house;parking;district;full address;concierge;garbage chute
3;61.2;5;1;3200000.0;косметический;раздельный;балкон;1972;0.0;панельный;открытая во дворе;Индустриальный;Пермский край, Пермь, ул. Архитектора Свиязева, 50/2;0;0
3;68.1;14;11;3700000.0;косметический;раздельный;лоджия;1996;1.0;кирпичный;за шлагбаумом во дворе, открытая во дворе;Мотовилихинский;Пермский край, Пермь, ул. Гашкова, 28А;1;1
3;74.0;3;1;3050000.0;евро;раздельный;балкон;1957;0.0;блочный;открытая во дворе;Кировский;Пермский край, Пермь, ул. Александра Невского, 28;0;0
3;81.8;16;3;5450000.0;косметический;раздельный;лоджия;2009;1.0;кирпичный;за шлагбаумом во дворе;Свердловский;Пермский край, Пермь, ул. Академика Курчатова, 1В;0;1
1;30.9;5;5;950000.0;требует ремонта;раздельный;балкон;1971;0.0;панельный;открытая во дворе;Орджоникидзевский;Пермь, 1-й Павловский проезд, 2;0;0
3;70.0;5;1;3190000.0;требует ремонта;раздельный;лоджия;1990;0.0;кирпичный;открытая во дворе;Мотовилихинский;Пермский край, Пермь, ул. Чехова, 8;0;0
2;43.6;20;20;2700000.0;требует ремонта;совмещенный;балкон;2014;2.0;монолитный;за шлагбаумом во дворе, открытая во дворе;Кировский;Пермский край, Пермь, Автозаводская ул., 30;0;0
1;25.8;16;8;2950000.0;косметический;совмещенный;лоджия;2020;1.0;монолитный;открытая во дворе;Мотовилихинский;Пермский край, Пермь, Сапфирная ул., 14;0;0
2;42.6;5;3;3400000.0;евро;совмещенный;балкон;1965;0.0;панельный;открытая во дворе;Свердловский;Пермский край, Пермь, ул. Механошина, 12;0;0
1;21.0;4;1;1690000.0;евро;совмещенный;нет;1957;0.0;кирпичный;открытая во дворе;Индустриальный;Пермский край, Пермь, ул. Космонавта Леонова, 23;0;0
2;39.2;9;3;2500000.0;требует ремонта;совмещенный;лоджия;1972;1.0;кирпичный;открытая во дворе;Свердловский;Пермский край, Пермь, ул. Солдатова, 34;0;0
1;11.9;15;10;1290000.0;евро;совмещенный;нет;1985;2.0;кирпичный;открытая во дворе;Мотовилихинский;Пермский край, Пермь, б-р Гагарина, 36;1;0
2;43.9;9;3;2850000.0;требует ремонта;раздельный;лоджия;1980;1.0;панельный;открытая во дворе;Свердловский;Пермский край, Пермь, Муромская ул., 26;0;1
3;85.1;9;9;5700000.0;косметический;совмещенный;нет;1984;1.0;кирпичный;за шлагбаумом во дворе;Ленинский;Пермский край, Пермь, Екатерининская ул., 134;0;0
3;66.9;6;6;6200000.0;евро;раздельный;балкон;2019;1.0;кирпичный;за шлагбаумом во дворе;Мотовилихинский;Пермский край, Пермь, ул. Циолковского, 19;1;0
2;36.9;16;12;2800000.0;косметический;совмещенный;нет;2020;3.0;кирпичный;;Свердловский;Пермский край, Пермь, ул. Куйбышева, 109А;1;0
3;52.0;5;3;3000000.0;косметический;совмещенный;нет;1962;0.0;кирпичный;открытая во дворе;Мотовилихинский;Пермский край, Пермь, Техническая ул., 12;0;0
1;46.1;17;3;4050000.0;евро;совмещенный;лоджия;2008;1.0;монолитный;подземная, наземная многоуровневая, за шлагбаумом во дворе;Мотовилихинский;Пермский край, Пермь, Красновишерская ул., 35;1;0
2;48.0;5;4;3000000.0;косметический;раздельный;балкон;1989;0.0;панельный;;Орджоникидзевский;Пермский край, Пермь, ул. Генерала Доватора, 40;0;0
2;54.7;17;10;2999000.0;косметический;раздельный;лоджия;2018;1.0;кирпичный;открытая во дворе;Орджоникидзевский;Пермский край, Пермь, ул. Александра Щербакова, 43В;1;0
2;43.0;9;2;2950000.0;косметический;раздельный;лоджия;1978;1.0;панельный;открытая во дворе;Свердловский;Пермский край, Пермь, ул. Моторостроителей, 10;0;1
4;85.8;10;2;4450000.0;евро;совмещенный;балкон;1992;1.0;панельный;открытая во дворе;Мотовилихинский;Пермский край, Пермь, Республиканская ул., 12;0;1
