number of rooms;area of apartment;number of floors;apartment floor;price;year of construction;elevator;concierge;garbage chute;repair_дизайнерский;repair_евро;repair_косметический;repair_требует ремонта;bathroom_несколько;bathroom_раздельный;bathroom_совмещенный;terrace_балкон;terrace_лоджия;terrace_нет;type of house_блочный;type of house_деревянный;type of house_кирпичный;type of house_монолитный;type of house_панельный;district_Дзержинский;district_Индустриальный;district_Кировский;district_Ленинский;district_Мотовилихинский;district_Орджоникидзевский;district_Свердловский;parking_за шлагбаумом во дворе;parking_открытая во дворе;parking_наземная многоуровневая;parking_подземная;lat;lon;edu;health;culture;eat;distance
1.0;31.1;2.0;1.0;1500000.0;1957.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.960464;56.238636;17.0;20.0;3.0;136.0;5586.44
1.0;36.1;5.0;3.0;1900000.0;1970.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.967583;56.236076;36.0;29.0;10.0;261.0;4784.4
1.0;36.0;9.0;1.0;2680000.0;1994.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.993153;56.133137;8.0;17.0;3.0;105.0;5993.57
3.0;75.4;10.0;10.0;5850000.0;2004.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.999004;56.148354;13.0;17.0;5.0;135.0;4945.67
1.0;32.9;5.0;3.0;1670000.0;1985.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.07982;56.36107;11.0;3.0;2.0;14.0;10934.31
3.0;62.0;5.0;4.0;3300000.0;1968.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.098564;56.29016;3.0;3.0;2.0;12.0;10431.31
2.0;28.4;9.0;9.0;1590000.0;1978.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.016556;55.980972;2.0;4.0;0.0;22.0;14655.36
2.0;38.7;5.0;1.0;2500000.0;1980.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.010544;55.95244;1.0;4.0;0.0;19.0;16322.2
2.0;45.7;5.0;1.0;2650000.0;1980.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.02679;56.009403;2.0;3.0;0.0;24.0;13089.39
4.0;91.5;10.0;9.0;5900000.0;2005.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.107193;56.301937;3.0;4.0;2.0;12.0;11574.62
3.0;71.9;16.0;13.0;5200000.0;1987.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.006973;56.310043;51.0;27.0;6.0;279.0;4765.36
1.0;35.0;17.0;16.0;3400000.0;2017.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.971973;56.20296;26.0;29.0;10.0;267.0;4556.04
3.0;81.0;16.0;1.0;6200000.0;2020.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.99365;56.22137;57.0;43.0;11.0;392.0;1928.95
2.0;60.0;17.0;3.0;3300000.0;2013.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.13251;56.39809;2.0;3.0;0.0;2.0;16814.14
1.0;31.2;5.0;4.0;2740000.0;1966.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.997143;56.216976;57.0;43.0;11.0;390.0;1653.07
1.0;41.3;10.0;3.0;3000000.0;2015.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.001762;56.107487;4.0;8.0;1.0;41.0;7251.65
3.0;97.4;17.0;10.0;9000000.0;2011.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;58.004356;56.267986;62.0;37.0;10.0;372.0;2370.51
1.0;31.0;5.0;4.0;1370000.0;1966.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.16559;56.305767;0.0;0.0;0.0;2.0;17828.98
2.0;59.5;10.0;8.0;5300000.0;2011.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.036133;56.14191;8.0;5.0;2.0;47.0;5894.22
1.0;30.0;5.0;5.0;2540000.0;1959.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.017845;56.280033;53.0;31.0;9.0;318.0;3092.07
1.0;20.2;9.0;8.0;1680000.0;1975.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.972828;56.23818;47.0;39.0;10.0;356.0;4216.57
1.0;20.2;9.0;8.0;1680000.0;1975.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.972828;56.23818;47.0;39.0;10.0;356.0;4216.57
3.0;55.9;9.0;5.0;5750000.0;1974.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.007404;56.21182;51.0;39.0;11.0;374.0;1092.64
1.0;30.0;5.0;4.0;1950000.0;1973.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.118317;56.386192;5.0;5.0;2.0;9.0;15132.2
2.0;44.0;5.0;5.0;3300000.0;1963.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.996742;56.249863;63.0;42.0;11.0;388.0;1942.76
3.0;108.0;9.0;9.0;11500000.0;2001.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.05454;56.599594;0.0;0.0;0.0;0.0;22341.91
3.0;80.8;17.0;13.0;9500000.0;2007.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.050415;56.58122;0.0;0.0;0.0;0.0;21187.77
3.0;90.3;19.0;5.0;8200000.0;2014.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.99587;56.269836;62.0;37.0;9.0;376.0;2880.73
2.0;34.4;25.0;17.0;2270000.0;2016.0;4.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.101486;56.298782;3.0;4.0;2.0;12.0;10916.59
2.0;56.2;14.0;5.0;4500000.0;2019.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.989952;56.26766;61.0;37.0;10.0;373.0;3205.18
3.0;66.0;10.0;10.0;3300000.0;2018.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.09013;56.400993;6.0;3.0;0.0;5.0;13434.51
2.0;62.0;5.0;4.0;4500000.0;1958.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.006924;56.236855;62.0;42.0;11.0;390.0;587.29
1.0;37.0;17.0;7.0;3800000.0;2018.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.98585;56.282288;59.0;33.0;8.0;348.0;4146.19
3.0;74.2;5.0;1.0;8200000.0;1960.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.00708;56.23846;62.0;42.0;11.0;389.0;650.57
2.0;45.1;9.0;7.0;3000000.0;1976.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.972363;56.23183;46.0;40.0;11.0;350.0;4239.39
3.0;52.5;9.0;2.0;3200000.0;1978.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.982944;56.225212;53.0;42.0;11.0;384.0;3069.98
1.0;52.2;16.0;9.0;3400000.0;2009.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.050556;56.084724;6.0;0.0;0.0;15.0;9619.3
4.0;86.0;10.0;1.0;3950000.0;1989.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.009853;56.304367;51.0;27.0;6.0;287.0;4415.34
1.0;38.1;19.0;14.0;3070000.0;2016.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.969944;56.200108;21.0;27.0;9.0;215.0;4826.41
2.0;42.0;5.0;5.0;2450000.0;1962.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.045147;56.088238;7.0;0.0;0.0;15.0;9167.83
2.0;57.1;19.0;8.0;5100000.0;2010.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.992683;56.135757;9.0;17.0;3.0;112.0;5864.78
1.0;40.0;10.0;4.0;3590000.0;2016.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.995228;56.17977;34.0;37.0;11.0;336.0;3381.99
2.0;48.3;10.0;1.0;4050000.0;2008.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.00078;56.31238;51.0;27.0;6.0;275.0;5004.74
1.0;35.0;14.0;11.0;3150000.0;1980.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.0002;56.203476;44.0;38.0;11.0;366.0;1908.68
2.0;43.3;9.0;5.0;3500000.0;1979.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.981113;56.233013;54.0;42.0;11.0;382.0;3270.49
3.0;70.0;25.0;17.0;5850000.0;2017.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.020885;56.263153;55.0;32.0;10.0;351.0;2299.98
2.0;51.0;11.0;9.0;5100000.0;2020.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.003555;56.30099;53.0;29.0;7.0;300.0;4285.62
3.0;56.0;14.0;9.0;3990000.0;1982.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.999496;56.206066;45.0;39.0;11.0;371.0;1839.35
3.0;60.0;16.0;1.0;4400000.0;2014.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.967747;56.194817;18.0;27.0;8.0;186.0;5170.49
2.0;58.8;26.0;2.0;5200000.0;2018.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.99095;56.270054;61.0;37.0;9.0;371.0;3230.31
1.0;18.8;5.0;4.0;1350000.0;1969.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.007744;55.934032;1.0;4.0;0.0;19.0;17409.98
3.0;57.4;9.0;3.0;3350000.0;1978.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.980125;56.233364;54.0;42.0;11.0;382.0;3381.51
1.0;37.9;10.0;10.0;2200000.0;2014.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.119576;56.38204;5.0;5.0;2.0;10.0;15096.83
3.0;105.0;18.0;17.0;11800000.0;2014.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.999825;56.268543;62.0;37.0;9.0;375.0;2590.04
2.0;47.2;5.0;3.0;2350000.0;1981.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.088432;56.410675;6.0;3.0;0.0;4.0;13748.26
1.0;43.3;16.0;14.0;3050000.0;2009.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.963978;56.215958;17.0;24.0;7.0;183.0;5230.36
1.0;31.6;19.0;14.0;3150000.0;2015.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.969833;56.203712;21.0;27.0;10.0;230.0;4766.02
1.0;24.7;5.0;4.0;1450000.0;1975.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.00944;55.93552;1.0;4.0;0.0;19.0;17319.63
3.0;122.0;22.0;9.0;14300000.0;2016.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;58.003296;56.25904;63.0;37.0;10.0;376.0;1917.35
3.0;57.2;9.0;7.0;3390000.0;1980.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.0052;55.94407;1.0;4.0;0.0;19.0;16826.73
1.0;23.5;16.0;8.0;2700000.0;2018.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.988956;56.223495;54.0;43.0;11.0;389.0;2416.6
3.0;89.5;17.0;10.0;6680000.0;2012.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.998;56.20473;45.0;39.0;11.0;369.0;2009.9
2.0;44.0;5.0;4.0;2200000.0;1968.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.11027;56.305202;3.0;6.0;2.0;11.0;11963.56
2.0;46.2;9.0;2.0;2050000.0;1978.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.01645;55.98069;2.0;4.0;0.0;22.0;14671.31
2.0;54.0;10.0;4.0;2800000.0;1991.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.133392;56.397343;2.0;3.0;0.0;2.0;16867.58
1.0;41.2;17.0;3.0;3450000.0;1987.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.005806;56.22779;61.0;42.0;11.0;391.0;526.31
1.0;38.1;20.0;3.0;3420000.0;2011.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.002445;56.30555;51.0;29.0;6.0;295.0;4572.48
3.0;59.0;5.0;5.0;3600000.0;1980.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.97798;56.210587;40.0;40.0;11.0;363.0;3779.12
2.0;54.0;6.0;4.0;9300000.0;2016.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.01298;56.234062;60.0;41.0;11.0;380.0;391.2
1.0;31.0;19.0;19.0;2900000.0;2015.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.98999;56.265526;63.0;37.0;10.0;378.0;3114.94
3.0;82.0;2.0;2.0;2300000.0;1950.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.997406;55.93928;1.0;4.0;0.0;17.0;17161.89
1.0;30.0;5.0;2.0;2970000.0;1960.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.976143;56.170773;15.0;24.0;7.0;156.0;5150.45
1.0;40.8;16.0;14.0;3600000.0;2013.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.033817;56.141254;8.0;6.0;2.0;49.0;5808.32
4.0;89.9;10.0;9.0;7250000.0;1998.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;58.008095;56.2608;61.0;36.0;10.0;374.0;1866.36
1.0;31.0;18.0;14.0;2600000.0;2014.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.0508;56.089462;6.0;0.0;0.0;15.0;9385.9
1.0;40.0;16.0;8.0;2300000.0;2012.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.13251;56.39809;2.0;3.0;0.0;2.0;16814.14
2.0;43.0;3.0;3.0;2200000.0;1962.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.968105;56.23317;34.0;31.0;10.0;270.0;4715.56
3.0;62.4;10.0;6.0;3800000.0;1990.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.051918;56.095146;6.0;0.0;0.0;15.0;9155.16
