number of rooms;area of apartment;number of floors;apartment floor;price;year of construction;elevator;full address;concierge;garbage chute;repair_дизайнерский;repair_евро;repair_косметический;repair_требует ремонта;bathroom_несколько;bathroom_раздельный;bathroom_совмещенный;terrace_балкон;terrace_лоджия;terrace_нет;type of house_блочный;type of house_деревянный;type of house_кирпичный;type of house_монолитный;type of house_панельный;district_Дзержинский;district_Индустриальный;district_Кировский;district_Ленинский;district_Мотовилихинский;district_Орджоникидзевский;district_Свердловский;parking_за шлагбаумом во дворе;parking_открытая во дворе;parking_наземная многоуровневая;parking_подземная;lat;lon
2;62.0;5;4;4500000.0;1958;0.0;Пермский край, Пермь, ул. Куйбышева, 38;0;0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.006924;56.236853
1;37.0;17;7;3800000.0;2018;2.0;Пермский край, Пермь, Холмогорская ул., 4Г;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.985851;56.282286
3;74.2;5;1;8200000.0;1960;0.0;Пермский край, Пермь, ул. Луначарского, 62Б;0;0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.00708;56.23846
2;45.1;9;7;3000000.0;1976;1.0;Пермский край, Пермь, ул. Солдатова, 26;0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.972361;56.231829
3;52.5;9;2;3200000.0;1978;1.0;Пермский край, Пермь, Самолётная ул., 30;0;1;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.982945;56.225212
1;52.2;16;9;3400000.0;2009;1.0;Пермский край, Пермь, Хабаровская ул., 64;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.050558;56.084724
4;86.0;10;1;3950000.0;1989;1.0;Пермский край, Пермь, ул. Юрша, 3А;0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.009855;56.304367
1;38.1;19;14;3070000.0;2016;1.0;Пермский край, Пермь, ул. Веры Засулич, 54;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.969944;56.200108
2;42.0;5;5;2450000.0;1962;0.0;Пермский край, Пермь, Ветлужская ул., 99;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.045146;56.088238
2;57.1;19;8;5100000.0;2010;1.0;Пермский край, Пермь, ул. Куфонина, 20;1;0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.992685;56.135757
1;40.0;10;4;3590000.0;2016;2.0;Пермский край, Пермь, Гатчинская ул., 20;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.995229;56.179772
2;48.3;10;1;4050000.0;2008;0.0;Пермский край, Пермь, ул. Старцева, 17А;0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.00078;56.312381
1;35.0;14;11;3150000.0;1980;1.0;Пермский край, Пермь, Грузинская ул., 15;1;1;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.000199;56.203476
2;43.3;9;5;3500000.0;1979;1.0;Пермский край, Пермь, ул. Моторостроителей, 12;0;1;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.981112;56.233013
3;70.0;25;17;5850000.0;2017;2.0;Пермский край, Пермь, ул. Фрезеровщиков, 94;1;0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.020885;56.263152
2;51.0;11;9;5100000.0;2020;1.0;Пермский край, Пермь, ул. Шмидта, 56;1;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.003555;56.300992
3;56.0;14;9;3990000.0;1982;1.0;Пермский край, Пермь, ул. Плеханова, 59А;0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.999498;56.206066
3;60.0;16;1;4400000.0;2014;1.0;Пермский край, Пермь, Камышловская ул., 21;0;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.967746;56.194816
2;58.8;26;2;5200000.0;2018;1.0;Пермский край, Пермь, ул. Красные Казармы, 64;0;0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.990951;56.270052
1;18.8;5;4;1350000.0;1969;0.0;Пермский край, Пермь, Ласьвинская ул., 56А;1;0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.007742;55.934032
3;57.4;9;3;3350000.0;1978;1.0;Пермский край, Пермь, ул. Моторостроителей, 10;0;1;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.980124;56.233364
1;37.9;10;10;2200000.0;2014;1.0;Пермский край, Пермь, ул. Менжинского, 36;0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.119577;56.38204
3;105.0;18;17;11800000.0;2014;2.0;Пермский край, Пермь, ул. Белинского, 31;1;0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.999823;56.268544
2;47.2;5;3;2350000.0;1981;0.0;Пермский край, Пермь, Уссурийская ул., 13;0;0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.088434;56.410674
1;43.3;16;14;3050000.0;2009;1.0;Пермский край, Пермь, ул. Гусарова, 20;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.963977;56.215958
1;31.6;19;14;3150000.0;2015;1.0;Пермский край, Пермь, ул. Карпинского, 110;0;0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.969834;56.203711
1;24.7;5;4;1450000.0;1975;0.0;Пермский край, Пермь, ул. Богдана Хмельницкого, 29;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.009443;55.93552
3;122.0;22;9;14300000.0;2016;2.0;Пермский край, Пермь, ул. 25 Октября, 77;1;0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;58.003295;56.25904
3;57.2;9;7;3390000.0;1980;1.0;Пермский край, Пермь, Автозаводская ул., 27;0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.0052;55.944068
1;23.5;16;8;2700000.0;2018;1.0;Пермский край, Пермь, ул. Левченко, 29;1;0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.988958;56.223495
3;89.5;17;10;6680000.0;2012;1.0;Пермский край, Пермь, Кронштадтская ул., 31;1;0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.998002;56.20473
2;44.0;5;4;2200000.0;1968;0.0;Пермский край, Пермь, ул. Писарева, 28;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.11027;56.305201
2;46.2;9;2;2050000.0;1978;1.0;Пермский край, Пермь, Сысольская ул., 2;1;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.016448;55.980691
2;54.0;10;4;2800000.0;1991;1.0;Пермский край, Пермь, Социалистическая ул., 28;0;0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.133392;56.397344
1;41.2;17;3;3450000.0;1987;1.0;Пермский край, Пермь, ул. Попова, 25;0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.005805;56.227789
1;38.1;20;3;3420000.0;2011;1.0;Пермский край, Пермь, ул. Юрша, 82;1;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.002447;56.305548
3;59.0;5;5;3600000.0;1980;0.0;Пермский край, Пермь, ул. Подводников, 8;0;0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.977981;56.210588
2;54.0;6;4;9300000.0;2016;1.0;Пермский край, Пермь, Тополевый пер., 5;0;0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.012982;56.234061
1;31.0;19;19;2900000.0;2015;1.0;Пермский край, Пермь, ул. Александра Турчевича, 8;0;0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.989992;56.265524
3;82.0;2;2;2300000.0;1950;0.0;Пермский край, Пермь, ул. Маршала Рыбалко, 4;0;0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.997406;55.939283
1;30.0;5;2;2970000.0;1960;0.0;Пермский край, Пермь, ул. Качалова, 20;0;0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.976143;56.170774
1;40.8;16;14;3600000.0;2013;1.0;Пермский край, Пермь, ул. Докучаева, 52;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.033818;56.141256
4;89.9;10;9;7250000.0;1998;1.0;Пермский край, Пермь, ул. Максима Горького, 64;0;1;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;58.008094;56.260801
1;31.0;18;14;2600000.0;2014;1.0;Пермский край, Пермь, Хабаровская ул., 54;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.050802;56.089462
1;40.0;16;8;2300000.0;2012;1.0;Пермский край, Пермь, Цимлянская ул., 17;0;0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.132511;56.398089
2;43.0;3;3;2200000.0;1962;0.0;Пермский край, Пермь, Вижайская ул., 8;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.968105;56.233171
3;62.4;10;6;3800000.0;1990;1.0;Пермский край, Пермь, Хабаровская ул., 135;0;1;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.051919;56.095146
2;30.7;5;4;1750000.0;1960;0.0;Пермский край, Пермь, ул. Маршала Рыбалко, 80;0;0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.008372;55.960804
2;37.7;5;1;2350000.0;1990;0.0;Пермский край, Пермь, ул. Худанина, 15;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.999486;55.93829
2;70.8;20;5;6250000.0;2014;1.0;Пермский край, Пермь, ул. Белинского, 31;1;0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.999823;56.268544
1;31.4;5;4;1770000.0;1963;0.0;Пермский край, Пермь, Гайвинская ул., 62А;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.116337;56.297284
2;71.8;16;5;5859999.0;2013;1.0;Пермский край, Пермь, шоссе Космонавтов, 86А;0;0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.994861;56.206995
3;59.9;9;4;3380000.0;1981;1.0;Пермский край, Пермь, Молдавская ул., 4;0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.087559;56.402535
1;34.2;5;5;1580000.0;2016;0.0;Пермский край, Пермь, Ольховская ул., 4;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.096431;56.369194
3;69.0;10;4;6550000.0;2009;1.0;Пермский край, Пермь, ул. Пономарёва, 77А;0;0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.002342;56.306883
3;67.1;10;10;3900000.0;1994;1.0;Пермский край, Пермь, ул. Профессора Дедюкина, 6;0;0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.049514;56.215684
3;64.0;4;3;5600000.0;1953;0.0;Пермский край, Пермь, Комсомольский проспект, 63;0;0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.997793;56.250889
1;48.6;25;6;4660000.0;2015;1.0;Пермский край, Пермь, ул. Николая Островского, 93Д;1;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;58.000978;56.266817
2;53.1;10;9;3300000.0;2011;2.0;Пермский край, Пермь, ул. Генерала Черняховского, 57;0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.085493;56.412138
2;75.0;25;21;6999999.0;2010;2.0;Пермский край, Пермь, Вильвенская ул., 6;1;1;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.998037;56.228903
3;50.4;5;1;3400000.0;1971;0.0;Пермский край, Пермь, ул. Пономарёва, 65;0;0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.003416;56.30876
1;34.2;5;5;1750000.0;2016;0.0;Пермский край, Пермь, Ольховская ул., 4;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.096431;56.369194
1;31.8;5;5;3100000.0;1964;0.0;Пермь, 1-я Красноармейская улица, 41;0;0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.999641;56.253887
3;126.0;9;3;7200000.0;1995;2.0;Пермский край, Пермь, бульвар Гагарина, 44;1;0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.007493;56.281874
5;137.0;12;5;9900000.0;1997;2.0;Пермский край, Пермь, ул. Николая Островского, 53;1;0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;58.049625;56.597415
3;65.8;4;2;4350000.0;1929;0.0;Пермский край, Пермь, Комсомольский проспект, 87;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.987426;56.252084
2;49.5;17;8;4450000.0;2016;1.0;Пермский край, Пермь, Холмогорская ул., 4Г;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.985851;56.282286
3;67.0;9;4;3620000.0;1987;1.0;Пермский край, Пермь, Целинная ул., 31/1;0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.055562;56.35408
2;56.0;16;16;4500000.0;2012;1.0;Пермский край, Пермь, ул. Генерала Наумова, 19;0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.041433;56.107266
2;42.0;5;3;2300000.0;1963;0.0;Пермский край, Пермь, Корсуньская ул., 25;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.150822;56.435074
1;34.2;5;5;1580000.0;2016;0.0;Пермский край, Пермь, Ольховская ул., 4;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.096431;56.369194
1;30.0;5;5;1670000.0;1961;0.0;Пермский край, Пермь, ул. Липатова, 6;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.007775;55.966454
2;60.6;19;12;4450000.0;2018;1.0;Пермский край, Пермь, Самаркандская ул., 143;0;0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.98693;56.295679
1;33.0;16;7;2500000.0;2016;1.0;Пермский край, Пермь, ул. Калинина, 46;0;1;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.061201;56.607417
3;61.4;16;16;5600000.0;2021;1.0;Пермский край, Пермь, ул. Овчинникова, 15А;1;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.993572;56.224224
1;36.8;12;5;3400000.0;2015;1.0;Пермский край, Пермь, ул. Фрезеровщиков, 86;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.021717;56.265169
3;61.3;5;1;3000000.0;1968;0.0;Пермский край, Пермь, Братская ул., 12;0;0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.979728;56.291354
2;56.7;5;2;3150000.0;1959;0.0;Пермский край, Пермь, ул. Крупской, 30;0;0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.018126;56.277704
4;101.0;10;4;4300000.0;2014;2.0;Пермский край, Пермь, ул. Менжинского, 36;0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.119577;56.38204
1;28.0;5;1;1550000.0;1967;0.0;Пермский край, Пермь, ул. Академика Веденеева, 85;0;0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.103137;56.387951
1;42.5;19;13;4000000.0;2014;2.0;Пермский край, Пермь, ул. Чернышевского, 17А;1;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.99587;56.269835
3;60.1;5;3;3860000.0;1991;0.0;Пермский край, Пермь, ул. Адмирала Старикова, 9А;0;0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.137524;56.383605
3;107.0;12;12;7200000.0;2008;1.0;Пермский край, Пермь, Кировоградская ул., 52;1;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.002241;55.962321
