number of rooms;area of apartment;number of floors;apartment floor;price;year of construction;elevator;full address;concierge;garbage chute;repair_дизайнерский;repair_евро;repair_косметический;repair_требует ремонта;bathroom_несколько;bathroom_раздельный;bathroom_совмещенный;terrace_балкон;terrace_лоджия;terrace_нет;type of house_блочный;type of house_деревянный;type of house_кирпичный;type of house_монолитный;type of house_панельный;district_Дзержинский;district_Индустриальный;district_Кировский;district_Ленинский;district_Мотовилихинский;district_Орджоникидзевский;district_Свердловский;parking_за шлагбаумом во дворе;parking_открытая во дворе;parking_наземная многоуровневая;parking_подземная;lat;lon
2;54.5;16;8;3950000.0;2014;1.0;Пермский край, Пермь, Янаульская ул., 18;0;0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.101668;56.305989
1;14.6;9;9;1350000.0;1983;1.0;Пермский край, Пермь, Вижайская ул., 24;0;1;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.963624;56.233229
1;44.9;16;13;4050000.0;2008;1.0;Пермский край, Пермь, Красновишерская ул., 35;1;0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.02278;56.269051
3;61.0;9;9;4200000.0;1977;1.0;Пермский край, Пермь, ул. Николая Островского, 70;0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;58.002668;56.270602
2;52.0;10;7;3900000.0;2015;1.0;Пермский край, Пермь, ул. Калинина, 52;0;0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.06172;56.605744
1;32.0;4;3;3490000.0;2019;0.0;Пермский край, Пермь, проспект Декабристов, 50;0;0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.9774;56.202962
2;44.0;5;3;2700000.0;1965;0.0;Пермский край, Пермь, ул. Мира, 118;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.971947;56.1613
1;56.8;16;6;5950000.0;2007;1.0;Пермский край, Пермь, Красновишерская ул., 35;0;0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.02278;56.269051
4;83.0;16;11;6700000.0;2006;1.0;Пермский край, Пермь, Пушкарская ул., 100;1;1;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.0019;56.299849
1;24.0;5;3;1400000.0;1971;0.0;Пермский край, Пермь, ул. Охотников, 30;0;0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.004903;55.935767
2;43.0;5;5;2500000.0;1961;0.0;Пермский край, Пермь, ул. Куйбышева, 165;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.958727;56.242562
3;73.3;16;10;5600000.0;1993;1.0;Пермский край, Пермь, ул. Мира, 33;1;1;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.979028;56.191312
3;55.0;5;3;3100000.0;1959;0.0;Пермский край, Пермь, ул. Баумана, 8;0;0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.987119;56.196269
2;43.0;16;12;3980000.0;2021;1.0;Пермский край, Пермь, ул. Овчинникова, 15А;0;0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.993572;56.224224
2;44.0;5;4;2600000.0;1975;0.0;Пермский край, Пермь, ул. Героев Хасана, 21;0;0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.986725;56.25845
2;76.9;13;2;7250000.0;2010;2.0;Пермский край, Пермь, ул. Аркадия Гайдара, 5;0;0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.002884;56.295711
2;61.5;11;4;5100000.0;2003;1.0;Пермский край, Пермь, Уинская ул., 9;1;0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.006987;56.304435
2;55.3;14;5;3900000.0;1981;2.0;Пермский край, Пермь, ул. Плеханова, 63А;1;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.998151;56.206155
1;47.0;17;10;2950000.0;2008;1.0;Пермский край, Пермь, Янаульская ул., 34;1;1;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.096655;56.299231
1;31.0;9;6;3000000.0;2021;1.0;Пермский край, Пермь, Сапфирная ул., 12;1;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.011168;56.330889
1;33.0;5;3;2150000.0;1971;0.0;Пермский край, Пермь, ул. Юнг Прикамья, 39;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.037414;56.025721
2;37.8;5;5;2200000.0;1969;0.0;Пермский край, Пермь, ул. Маршала Рыбалко, 78;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.008282;55.960042
3;105.0;13;3;8500000.0;1999;1.0;Пермский край, Пермь, Екатерининская ул., 24;1;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.014898;56.259683
4;110.0;17;5;10500000.0;2012;1.0;Пермский край, Пермь, ул. Макаренко, 14А;0;0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.014352;56.299231
3;58.1;9;9;4000000.0;1977;1.0;Пермский край, Пермь, ул. Комиссара Пожарского, 12;0;1;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.995986;56.154237
2;44.5;5;5;3100000.0;1962;0.0;Пермский край, Пермь, ул. Мира, 107;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.969514;56.157427
1;31.0;5;5;1400000.0;1978;0.0;Пермский край, Пермь, ул. Генерала Черняховского, 82;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.085336;56.406697
1;29.7;5;1;2790000.0;1962;0.0;Пермский край, Пермь, ул. Героев Хасана, 17;0;0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.987961;56.257924
1;34.0;7;4;2550000.0;2014;1.0;Пермский край, Пермь, Красногвардейская ул., 2;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.030436;56.32587
1;31.1;2;1;1500000.0;1957;0.0;Пермский край, Пермь, Кузбасская ул., 41;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.960466;56.238635
1;30.0;5;4;2500000.0;1970;0.0;Пермский край, Пермь, ул. Космонавта Беляева, 51;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.967386;56.166077
4;111.9;19;10;9690000.0;2007;1.0;Пермский край, Пермь, ул. Куфонина, 30;0;0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.99204;56.135649
3;78.2;18;11;7000000.0;2006;1.0;Пермский край, Пермь, ул. Лебедева, 34;0;0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.021716;56.288212
2;52.0;5;2;3350000.0;1990;0.0;Пермский край, Пермь, 5-я Каховская ул., 8А;0;0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.023046;56.006066
3;68.1;10;1;4100000.0;2000;1.0;Пермский край, Пермь, ул. Докучаева, 44;0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.035246;56.145899
1;34.0;5;5;1750000.0;2015;0.0;Пермский край, Пермь, Ольховская ул., 6;0;0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.096113;56.36992
1;38.2;10;8;2850000.0;2005;1.0;Пермский край, Пермь, шоссе Космонавтов, 166;0;0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.967059;56.145783
3;72.9;19;8;6900000.0;2014;2.0;Пермский край, Пермь, Рабочая ул., 9А;1;0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.994653;56.197386
1;41.3;12;10;3850000.0;2021;1.0;Пермский край, Пермь, Сапфирная ул., 12;0;0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.011168;56.330889
2;64.8;15;9;5500000.0;2011;2.0;Пермский край, Пермь, ул. Качалова, 10;1;1;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.977753;56.169449
2;56.0;10;9;2790000.0;2015;2.0;Пермский край, Пермь, Делегатская ул., 35А;0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.136259;56.396858
4;61.5;5;4;3310000.0;1966;0.0;Пермский край, Пермь, ул. Старцева, 35;0;0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;57.994814;56.303668
1;31.8;5;5;3100000.0;1964;0.0;Пермь, 1-я Красноармейская улица, 41;0;0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.999641;56.253887
1;29.6;9;5;2500000.0;1980;1.0;Пермский край, Пермь, ул. Клары Цеткин, 21;0;1;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.988732;56.240987
1;30.0;5;5;2900000.0;1962;0.0;Пермский край, Пермь, проезд Якуба Коласа, 6;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.008573;56.203195
1;36.3;17;16;2700000.0;2014;1.0;Пермский край, Пермь, Целинная ул., 43;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.051748;56.351709
4;135.3;16;3;8130000.0;2005;1.0;Пермский край, Пермь, ул. Татьяны Барамзиной, 42/2;1;0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.002207;56.177507
1;30.9;5;1;2600000.0;1965;0.0;Пермский край, Пермь, Стахановская ул., 57А;0;0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.986917;56.201995
2;45.0;5;3;2880000.0;1970;0.0;Пермский край, Пермь, ул. Солдатова, 3;0;0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.963302;56.227642
1;18.0;5;1;460000.0;1981;0.0;Пермский край, Пермь, ул. Лукоянова, 8;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.958189;56.238375
3;61.9;9;4;2900000.0;1980;1.0;Пермский край, Пермь, ул. Академика Веденеева, 92;0;1;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.102287;56.387881
2;60.0;17;5;3300000.0;2009;1.0;Пермский край, Пермь, Делегатская ул., 45;0;1;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.13424;56.401359
2;63.0;3;3;3220000.0;1953;0.0;Пермский край, Пермь, ул. Куйбышева, 155;0;0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.962564;56.243303
4;106.6;4;2;4000000.0;1942;0.0;Пермский край, Пермь, Закамская ул., 2Б;0;0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.996027;55.943183
4;107.0;17;10;10100000.0;2012;1.0;Пермский край, Пермь, ул. Макаренко, 14А;1;0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.014352;56.299231
1;31.4;5;4;1650000.0;1964;0.0;Пермский край, Пермь, Гайвинская ул., 60;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.115681;56.296911
3;86.0;5;5;6000000.0;1960;0.0;Пермский край, Пермь, ул. Полины Осипенко, 48;0;0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.997716;56.256268
1;37.0;16;14;2700000.0;2012;1.0;Пермский край, Пермь, Хабаровская ул., 66;1;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.047837;56.086597
3;68.0;10;7;4900000.0;1985;1.0;Пермский край, Пермь, Парковый проспект, 5;0;1;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.997935;56.143466
3;88.0;15;3;5999000.0;1995;1.0;Пермский край, Пермь, шоссе Космонавтов, 181А;0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.977985;56.170314
3;63.0;10;10;4600000.0;2000;1.0;Пермский край, Пермь, ул. Костычева, 18;0;1;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.038306;56.121509
3;90.0;13;7;7800000.0;2004;1.0;Пермский край, Пермь, ул. Малкова, 26;1;0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.996877;56.193238
1;33.0;5;3;1950000.0;1985;0.0;Пермский край, Пермь, Волгодонская ул., 21;0;0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.024078;56.005071
1;37.5;16;10;3800000.0;2013;1.0;Пермский край, Пермь, ул. Докучаева, 40А;0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.03515;56.142428
1;31.0;6;5;2800000.0;2021;2.0;Пермский край, Пермь, ул. Лукоянова, 31;1;0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.959244;56.232164
1;20.7;26;8;2350000.0;2021;1.0;Пермский край, Пермь, Буксирная ул., 10;1;0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.038382;56.038037
2;40.0;5;4;2100000.0;1967;0.0;Пермский край, Пермь, Сысольская ул., 15/3;0;0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.018527;55.975809
3;58.1;9;8;3100000.0;1983;1.0;Пермский край, Пермь, ул. Карбышева, 78/1;0;1;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.10972;56.285224
3;77.3;16;2;6800000.0;2015;1.0;Пермский край, Пермь, ул. Клары Цеткин, 25А;0;0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.990773;56.240328
4;82.5;9;7;6580000.0;1984;1.0;Пермский край, Пермь, ул. 25 Октября, 70;0;0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;58.002125;56.261698
1;41.5;16;6;2800000.0;2018;1.0;Пермский край, Пермь, Баранчинская ул., 12;0;0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.068269;56.353928
1;32.4;5;3;2700000.0;1959;0.0;Пермский край, Пермь, ул. Краснова, 26;0;0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;58.005463;56.245544
3;67.0;9;7;4000000.0;1985;1.0;Пермский край, Пермь, Братская ул., 2/2;0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;57.980433;56.285447
1;31.0;2;2;2300000.0;1961;0.0;Пермский край, Пермь, ул. Карпинского, 98;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.97273;56.206502
1;41.3;10;10;2350000.0;2016;1.0;Пермский край, Пермь, Молдавская ул., 10А;0;0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;58.087141;56.408235
3;75.8;17;11;5600000.0;2000;1.0;Пермский край, Пермь, бульвар Гагарина, 70;1;0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;57.995456;56.286715
4;81.0;9;3;5350000.0;1985;1.0;Пермский край, Пермь, ул. Мильчакова, 33;0;0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.990261;56.234029
2;43.5;9;1;3200000.0;1978;1.0;Пермский край, Пермь, ул. Аркадия Гайдара, 11А;0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;57.998776;56.296272
2;42.8;5;3;2200000.0;1964;0.0;Пермский край, Пермь, Ялтинская ул., 7;0;0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.029353;55.843069
2;56.0;9;6;4450000.0;1985;1.0;Пермский край, Пермь, ул. Максима Горького, 51;0;1;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;58.007639;56.258806
1;41.9;10;4;3150000.0;2001;2.0;Пермский край, Пермь, Норильская ул., 11;0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.968798;56.194539
1;21.0;9;6;2250000.0;1983;1.0;Пермский край, Пермь, ул. Плеханова, 70;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.995922;56.209199
1;27.0;5;4;2199999.0;1960;0.0;Пермский край, Пермь, ул. Дружбы, 20;0;0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;58.016072;56.285244
