;address;district;number of floors;apartment floor;number of rooms;area of apartment;bathroom;repair;view from the windows;terrace;garbage chute;type of house;parking;concierge;elevator;link;price
3445; Холмогорская ул., 4Г;р-н Свердловский;17;15.0;3;100.6;несколько;дизайнерский;на улицу, во двор;лоджия;False;кирпичный;открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_1006m_1517et._2181371942;7700000.0
3446; Народовольческая ул., 40;р-н Свердловский;5;1.0;3;61.7;совмещенный;евро;на улицу, во двор;нет;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/3-k._kvartira_617m_15et._2159087807;4050000.0
3447; Народовольческая ул., 40;р-н Свердловский;5;1.0;3;61.7;совмещенный;евро;на улицу, во двор;нет;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/3-k._kvartira_617m_15et._2159087807;4050000.0
3448; Народовольческая ул., 40;р-н Свердловский;5;1.0;3;61.7;совмещенный;евро;на улицу, во двор;нет;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/3-k._kvartira_617m_15et._2159087807;4050000.0
3449; ул. Юрша, 100;р-н Мотовилихинский;10;7.0;3;62.8;раздельный;евро;на улицу, во двор;балкон;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_628m_710et._2174401617;5490000.0
3450; Чердынская ул., 16;р-н Индустриальный;5;5.0;2;36.5;совмещенный;косметический;во двор;балкон;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_365m_55et._2193964848;2700000.0
3451; ул. Плеханова, 59А;р-н Дзержинский;14;4.0;3;55.0;раздельный;косметический;во двор;лоджия;False;кирпичный;открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_55m_414et._2180934819;3800000.0
3452; Кировоградская ул., 180А;р-н Кировский;4;1.0;2;51.0;совмещенный;дизайнерский;на улицу;лоджия;False;монолитный;за шлагбаумом во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_51m_14et._2180423244;5500000.0
3453; Кировоградская ул., 180А;р-н Кировский;4;1.0;2;51.0;совмещенный;дизайнерский;на улицу;лоджия;False;монолитный;за шлагбаумом во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_51m_14et._2180423244;5500000.0
3454;ул. Карбышева, д. 49А;р-н Орджоникидзевский;20;4.0;3;94.0;раздельный;косметический;на улицу, во двор;лоджия;False;монолитный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_94m_420et._2056326281;5074120.0
3455; Автозаводская ул., 30;р-н Кировский;20;17.0;1;22.0;совмещенный;евро;во двор;балкон;False;монолитный;за шлагбаумом во дворе;True;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_22m_1720et._2191393636;1990000.0
3456;ул. Карпинского, д. 65;р-н Индустриальный;25;11.0;1;39.4;совмещенный;косметический;на улицу;балкон;False;монолитный;подземная, наземная многоуровневая, за шлагбаумом во дворе, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_394m_1125et._2191825638;4000000.0
3457; Ольховская ул., 38;р-н Орджоникидзевский;2;1.0;2;46.0;совмещенный;косметический;во двор;нет;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_46m_12et._2209598897;1700000.0
3458;Пермь, улица Карла Модераха, 6;р-н Свердловский;25;10.0;2;44.0;совмещенный;косметический;на улицу;лоджия;False;монолитный;подземная, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_1025et._2204104756;3862000.0
3459; Тбилисская ул., 29;р-н Свердловский;9;1.0;2;43.5;раздельный;требует ремонта;во двор;лоджия;True;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_435m_19et._2173219649;2660000.0
3460; Тбилисская ул., 29;р-н Свердловский;9;1.0;2;43.5;раздельный;требует ремонта;во двор;лоджия;True;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_435m_19et._2173219649;2660000.0
3461; Комсомольский пр-т, 31А;р-н Ленинский;5;5.0;2;61.0;раздельный;косметический;во двор;балкон;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_61m_55et._2174556147;4500000.0
3462; Комсомольский пр-т, 31А;р-н Ленинский;5;5.0;2;61.0;раздельный;косметический;во двор;балкон;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_61m_55et._2174556147;4500000.0
3463; ул. Революции, 48А;р-н Свердловский;25;7.0;1;45.1;совмещенный;косметический;во двор;балкон;False;монолитный;открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_451m_725et._2207039450;4800000.0
3464; Пермская ул., 56;р-н Ленинский;17;3.0;4;101.0;раздельный;косметический;на улицу, во двор;лоджия;True;кирпичный;за шлагбаумом во дворе;True;True;https://www.avito.ru/perm/kvartiry/4-k._kvartira_101m_317et._2161051355;7400000.0
3465; ул. Адмирала Нахимова, 37;р-н Кировский;2;2.0;1;36.9;совмещенный;косметический;во двор;нет;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/1-k._kvartira_369m_22et._2159668684;1650000.0
3466; ул. Адмирала Нахимова, 37;р-н Кировский;2;2.0;1;36.9;совмещенный;косметический;во двор;нет;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/1-k._kvartira_369m_22et._2159668684;1650000.0
3467; Сергинская ул., 22;р-н Свердловский;2;1.0;1;31.0;совмещенный;косметический;на улицу, во двор;нет;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_12et._2204874958;1450000.0
3468; ул. Лебедева, 34;р-н Мотовилихинский;18;10.0;2;65.3;совмещенный;косметический;на улицу, во двор;лоджия;False;кирпичный;подземная, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_653m_1018et._2204157011;6000000.0
3469; ул. 25 Октября, 38;р-н Свердловский;10;6.0;2;50.0;раздельный;косметический;во двор;лоджия;True;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_50m_610et._2201876786;4155000.0
3470; ул. Охотников, 27А;р-н Кировский;5;5.0;2;49.4;раздельный;косметический;во двор;лоджия;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_494m_55et._2183361166;2550000.0
3471; ул. Революции, 3/1;р-н Свердловский;14;3.0;2;57.0;раздельный;евро;во двор;балкон;False;кирпичный;за шлагбаумом во дворе;True;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_57m_314et._2194523655;4700000.0
3472; ул. Охотников, 27А;р-н Кировский;5;5.0;2;49.4;раздельный;косметический;во двор;лоджия;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_494m_55et._2183361166;2550000.0
3473; ул. Революции, 3/1;р-н Свердловский;14;3.0;2;57.0;раздельный;евро;во двор;балкон;False;кирпичный;за шлагбаумом во дворе;True;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_57m_314et._2194523655;4700000.0
3474; ул. Танцорова, 31;р-н Кировский;9;3.0;4;86.1;совмещенный;требует ремонта;во двор;балкон;True;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/4-k._kvartira_861m_39et._2167673576;3950000.0
3475; Таборская ул., 12;р-н Свердловский;5;2.0;3;61.8;раздельный;косметический;во двор;балкон;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/3-k._kvartira_618m_25et._2201627878;2949000.0
3476; ул. 25 Октября, 38;р-н Свердловский;10;9.0;3;65.2;раздельный;косметический;на улицу, во двор;лоджия;True;кирпичный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_652m_910et._2180320223;4750000.0
3477; Кронштадтская ул., 10;р-н Дзержинский;14;5.0;1;34.5;раздельный;косметический;на улицу;балкон;True;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_345m_514et._2222203765;3400000.0
3478; ул. Нефтяников, 21;р-н Индустриальный;2;1.0;1;36.2;совмещенный;косметический;во двор;нет;False;блочный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/1-k._kvartira_362m_12et._2207082082;2300000.0
3479; Молдавская ул., 12;р-н Орджоникидзевский;5;3.0;2;43.0;раздельный;косметический;на улицу;балкон;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_43m_35et._2165719157;2200000.0
3480;ул. Пушкарская, д. 142;р-н Мотовилихинский;18;6.0;1;52.0;совмещенный;косметический;на улицу;лоджия;False;монолитный;подземная, за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_52m_618et._2185744706;3800000.0
3481; ул. Академика Курчатова, 1В;р-н Свердловский;16;10.0;1;34.4;совмещенный;косметический;на улицу;лоджия;False;кирпичный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_344m_1016et._2168003950;2630000.0
3482; ул. Академика Курчатова, 1В;р-н Свердловский;16;10.0;1;34.4;совмещенный;косметический;на улицу;лоджия;False;кирпичный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_344m_1016et._2168003950;2630000.0
3483; Хабаровская ул., 54А;р-н Дзержинский;9;6.0;3;71.0;раздельный;евро;во двор;лоджия;False;кирпичный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_71m_69et._2190120231;5250000.0
3484; Уфимская ул., 14;р-н Свердловский;5;3.0;4;59.9;раздельный;евро;во двор;балкон;False;панельный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/4-k._kvartira_599m_35et._2191662898;3700000.0
3485; Ашапский пер., 4;р-н Свердловский;2;1.0;2;45.9;раздельный;косметический;во двор;нет;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_459m_12et._2158537542;2000000.0
3486; Ашапский пер., 4;р-н Свердловский;2;1.0;2;45.9;раздельный;косметический;во двор;нет;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_459m_12et._2158537542;2000000.0
3487; Холмогорская ул., 4Г;р-н Свердловский;17;1.0;2;67.0;совмещенный;косметический;во двор;нет;True;кирпичный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_67m_117et._2198095455;4630000.0
3488; ул. Карбышева, 6;р-н Орджоникидзевский;17;4.0;1;44.8;совмещенный;косметический;на улицу;лоджия;False;кирпичный;открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_448m_417et._2135070206;2700000.0
3489; ул. Карбышева, 6;р-н Орджоникидзевский;17;4.0;1;44.8;совмещенный;косметический;на улицу;лоджия;False;кирпичный;открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_448m_417et._2135070206;2700000.0
3490; ул. Карпинского, 68;р-н Индустриальный;2;2.0;3;77.1;раздельный;косметический;на улицу;балкон;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_771m_22et._2189179306;2990000.0
3491; ул. Карпинского, 68;р-н Индустриальный;2;2.0;3;77.1;раздельный;косметический;на улицу;балкон;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_771m_22et._2189179306;2990000.0
3492; ул. Советской Армии, 60;р-н Индустриальный;25;2.0;1;24.8;совмещенный;косметический;во двор;лоджия;False;монолитный;открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/kvartira-studiya_248m_225et._2193040701;2750000.0
3493; ул. Советской Армии, 60;р-н Индустриальный;25;2.0;1;24.8;совмещенный;косметический;во двор;лоджия;False;монолитный;открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/kvartira-studiya_248m_225et._2193040701;2750000.0
3494; Магистральная ул., 96/3;р-н Кировский;5;1.0;1;31.0;раздельный;косметический;во двор;нет;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_15et._2018720574;1960000.0
3495; б-р Гагарина, 15;р-н Мотовилихинский;5;4.0;3;62.0;раздельный;косметический;на улицу, во двор;балкон;False;панельный;за шлагбаумом во дворе, открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/3-k._kvartira_62m_45et._2218364766;3700000.0
3496; ул. Юрша, 21;р-н Мотовилихинский;9;1.0;4;85.0;раздельный;требует ремонта;на улицу, во двор;нет;True;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/4-k._kvartira_85m_19et._2152045375;4000000.0
3497; Заречная ул., 162;р-н Дзержинский;9;2.0;3;67.4;раздельный;косметический;во двор;лоджия;True;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_674m_29et._1734982474;3900000.0
3498; Заречная ул., 162;р-н Дзержинский;9;2.0;3;67.4;раздельный;косметический;во двор;лоджия;True;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_674m_29et._1734982474;3900000.0
3499;ул. Яблочкова, д. 38;р-н Свердловский;17;2.0;1;44.0;совмещенный;косметический;на улицу;лоджия;False;монолитный;за шлагбаумом во дворе, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_44m_217et._2191357772;3350000.0
3500; ул. Юрша, 21;р-н Мотовилихинский;10;1.0;3;67.2;совмещенный;евро;на улицу, во двор;нет;True;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_672m_110et._2226161346;4970000.0
3501; Братская ул., 20;р-н Свердловский;5;3.0;2;44.4;раздельный;косметический;во двор;балкон;False;панельный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/2-k._kvartira_444m_35et._2189717018;2690000.0
3502; Агатовая ул., 36;р-н Мотовилихинский;4;2.0;2;42.6;совмещенный;косметический;во двор;лоджия;False;монолитный;за шлагбаумом во дворе, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_426m_24et._2205868701;4200000.0
3503; Агатовая ул., 36;р-н Мотовилихинский;4;2.0;2;42.6;совмещенный;косметический;во двор;лоджия;False;монолитный;за шлагбаумом во дворе, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_426m_24et._2205868701;4200000.0
3504; ул. Ленина, 74;р-н Ленинский;6;3.0;3;79.2;раздельный;требует ремонта;на улицу, во двор;нет;False;кирпичный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_792m_36et._2093008618;4990000.0
3505; ул. Ленина, 74;р-н Ленинский;6;3.0;3;79.2;раздельный;требует ремонта;на улицу, во двор;нет;False;кирпичный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_792m_36et._2093008618;4990000.0
3506; Полтавская ул., 2;р-н Кировский;5;5.0;2;36.0;совмещенный;косметический;на улицу;балкон;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_36m_55et._2211212214;1890000.0
3507; Петропавловская ул., 93;р-н Ленинский;12;6.0;4;83.7;совмещенный;евро;на улицу, во двор;лоджия;True;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/4-k._kvartira_837m_612et._2174076712;6900000.0
3508; Плановая ул., 3/4;р-н Орджоникидзевский;5;3.0;3;59.8;раздельный;требует ремонта;на улицу, во двор;балкон;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/3-k._kvartira_598m_35et._2228891583;3050000.0
3509;ул. Ординская, д. 10, корп. 1;р-н Свердловский;17;7.0;3;66.4;раздельный;косметический;на улицу, во двор;лоджия;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_664m_717et._2227180114;4491344.0
3510; ул. Адмирала Нахимова, 10;р-н Кировский;5;3.0;1;31.0;совмещенный;дизайнерский;на улицу;балкон;False;панельный;подземная;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_35et._2205232546;2100000.0
3511; ул. Адмирала Нахимова, 10;р-н Кировский;5;3.0;1;31.0;совмещенный;дизайнерский;на улицу;балкон;False;панельный;подземная;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_35et._2205232546;2100000.0
3512; ул. Солдатова, 29В;р-н Свердловский;25;19.0;2;36.9;совмещенный;косметический;во двор;балкон;False;монолитный;за шлагбаумом во дворе, открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_369m_1925et._2154551554;3290000.0
3513; ул. Елькина, 43;р-н Свердловский;9;8.0;2;53.4;раздельный;косметический;во двор;лоджия;True;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_534m_89et._2189482948;4380000.0
3514; ул. Милиционера Власова, 4;р-н Индустриальный;16;3.0;3;95.0;раздельный;евро;на улицу, во двор;лоджия;True;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_95m_316et._2205414717;7100000.0
3515; ул. Звонарёва, 6;р-н Мотовилихинский;9;1.0;1;30.4;совмещенный;косметический;на улицу;нет;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_304m_19et._2208126178;2600000.0
3516; ул. Павла Соловьёва, 3;р-н Свердловский;5;4.0;3;75.8;раздельный;требует ремонта;на улицу, во двор;балкон;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_758m_45et._2202106888;4800000.0
3517;ул. Гашкова, д. 51, корп. 2;р-н Мотовилихинский;12;10.0;1;33.4;совмещенный;косметический;на улицу;балкон;False;панельный;подземная, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_334m_1012et._2226899920;2174056.0
3518; Стахановская ул., 2;р-н Индустриальный;9;2.0;2;51.7;раздельный;требует ремонта;на улицу, во двор;лоджия;True;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_517m_29et._2202242481;4150000.0
3519;ул. Сапфирная, д. 12;р-н Мотовилихинский;9;2.0;1;29.7;совмещенный;косметический;на улицу;нет;False;монолитный;за шлагбаумом во дворе;False;False;https://www.avito.ru/perm/kvartiry/1-k._kvartira_297m_29et._2121461836;2650000.0
3520;ул. Сапфирная, д. 12;р-н Мотовилихинский;9;2.0;1;29.7;совмещенный;косметический;на улицу;нет;False;монолитный;за шлагбаумом во дворе;False;False;https://www.avito.ru/perm/kvartiry/1-k._kvartira_297m_29et._2121461836;2650000.0
3521; Пермская ул., 200;р-н Ленинский;9;5.0;3;95.0;совмещенный;косметический;во двор;балкон;False;кирпичный;подземная, за шлагбаумом во дворе;True;True;https://www.avito.ru/perm/kvartiry/3-k_kvartira_95_m_59_et._1989818304;12500000.0
3522; Пермская ул., 200;р-н Ленинский;9;5.0;3;95.0;совмещенный;косметический;во двор;балкон;False;кирпичный;подземная, за шлагбаумом во дворе;True;True;https://www.avito.ru/perm/kvartiry/3-k_kvartira_95_m_59_et._1989818304;12500000.0
3523; ул. Юрша, 60;р-н Мотовилихинский;10;3.0;2;52.8;раздельный;требует ремонта;во двор;балкон;True;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_528m_310et._2196310066;4100000.0
3524; Таганрогская ул., 7;р-н Орджоникидзевский;5;2.0;3;58.4;раздельный;косметический;на улицу, во двор;балкон;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_584m_25et._2175186436;2350000.0
3525; ул. Звонарёва, 2;р-н Мотовилихинский;9;1.0;3;52.5;совмещенный;евро;на улицу, во двор;лоджия;True;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_525m_19et._2082870757;3680000.0
3526; ул. Калинина, 42;р-н Кировский;16;14.0;1;40.0;совмещенный;косметический;во двор;лоджия;True;кирпичный;наземная многоуровневая;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_40m_1416et._2218665279;2860000.0
3527; ул. Калинина, 42;р-н Кировский;16;14.0;1;40.0;совмещенный;косметический;во двор;лоджия;True;кирпичный;наземная многоуровневая;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_40m_1416et._2218665279;2860000.0
3528; ул. Василия Татищева, 8;р-н Свердловский;19;7.0;3;80.0;раздельный;косметический;на улицу, во двор;лоджия;False;монолитный;наземная многоуровневая;True;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_80m_719et._2022491259;5990000.0
3529;ул. Гашкова, д. 51, корп. 2;р-н Мотовилихинский;12;11.0;1;33.4;раздельный;косметический;на улицу;балкон;False;панельный;подземная, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_334m_1112et._2227731064;2176010.0
3530;ул. Карпинского, д. 50;р-н Индустриальный;12;4.0;1;40.8;совмещенный;косметический;во двор;балкон;False;монолитный;подземная, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_408m_412et._2107726633;4332000.0
3531;ул. Карпинского, д. 50;р-н Индустриальный;12;4.0;1;40.8;совмещенный;косметический;во двор;балкон;False;монолитный;подземная, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_408m_412et._2107726633;4332000.0
3532;ул. Карпинского, д. 50;р-н Индустриальный;12;4.0;1;40.8;совмещенный;косметический;во двор;балкон;False;монолитный;подземная, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_408m_412et._2107726633;4332000.0
3533; Новосибирская ул., 16А;р-н Свердловский;2;1.0;1;30.0;совмещенный;косметический;во двор;нет;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_30m_12et._2153201497;1680000.0
3534;ул. Лобвинская, д. 33;р-н Орджоникидзевский;4;2.0;1;39.0;совмещенный;косметический;во двор;балкон;False;кирпичный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_39m_24et._2084259412;2953000.0
3535;ул. Лобвинская, д. 33;р-н Орджоникидзевский;4;2.0;1;39.0;совмещенный;косметический;во двор;балкон;False;кирпичный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_39m_24et._2084259412;2953000.0
3536;ул. Лобвинская, д. 33;р-н Орджоникидзевский;4;2.0;1;39.0;совмещенный;косметический;во двор;балкон;False;кирпичный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_39m_24et._2084259412;2953000.0
3537;ул. Лобвинская, д. 33;р-н Орджоникидзевский;4;2.0;1;39.0;совмещенный;косметический;во двор;балкон;False;кирпичный;за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_39m_24et._2084259412;2953000.0
3538; Серебрянский пр., 16;р-н Свердловский;14;8.0;1;36.6;совмещенный;требует ремонта;во двор;балкон;True;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_366m_814et._2174699157;2500000.0
3539; Целинная ул., 57;р-н Мотовилихинский;10;2.0;1;28.5;совмещенный;косметический;во двор;лоджия;False;панельный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_285m_210et._2218627130;2650000.0
3540;ул. Красных Командиров, д. 7;р-н Индустриальный;25;10.0;2;50.8;совмещенный;косметический;на улицу;лоджия;False;монолитный;за шлагбаумом во дворе, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_508m_1025et._2168512301;4400000.0
3541;ул. Красных Командиров, д. 7;р-н Индустриальный;25;10.0;2;50.8;совмещенный;косметический;на улицу;лоджия;False;монолитный;за шлагбаумом во дворе, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_508m_1025et._2168512301;4400000.0
3542; ул. Тургенева, 20;р-н Мотовилихинский;5;3.0;2;41.5;раздельный;косметический;во двор;балкон;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_415m_35et._2189829782;2870000.0
3543; ул. Тургенева, 20;р-н Мотовилихинский;5;3.0;2;41.5;раздельный;косметический;во двор;балкон;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_415m_35et._2189829782;2870000.0
3544; Уинская ул., 9;р-н Мотовилихинский;10;2.0;1;49.7;совмещенный;евро;на улицу;лоджия;False;кирпичный;подземная, за шлагбаумом во дворе;True;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_497m_210et._2235023996;4370000.0
3545; Уинская ул., 9;р-н Мотовилихинский;10;2.0;1;49.7;совмещенный;евро;на улицу;лоджия;False;кирпичный;подземная, за шлагбаумом во дворе;True;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_497m_210et._2235023996;4370000.0
3546; Уинская ул., 9;р-н Мотовилихинский;10;2.0;1;49.7;совмещенный;евро;на улицу;лоджия;False;кирпичный;подземная, за шлагбаумом во дворе;True;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_497m_210et._2235023996;4370000.0
3547; Уинская ул., 9;р-н Мотовилихинский;10;2.0;1;49.7;совмещенный;евро;на улицу;лоджия;False;кирпичный;подземная, за шлагбаумом во дворе;True;True;https://www.avito.ru/perm/kvartiry/1-k._kvartira_497m_210et._2235023996;4370000.0
3548;ул. Герцена, д. 4;р-н Дзержинский;5;2.0;2;45.7;совмещенный;косметический;во двор;лоджия;False;монолитный;подземная, за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_457m_25et._2189858775;4050000.0
3549;ул. Герцена, д. 4;р-н Дзержинский;5;2.0;2;45.7;совмещенный;косметический;во двор;лоджия;False;монолитный;подземная, за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_457m_25et._2189858775;4050000.0
3550;ул. Герцена, д. 4;р-н Дзержинский;5;2.0;2;45.7;совмещенный;косметический;во двор;лоджия;False;монолитный;подземная, за шлагбаумом во дворе;False;True;https://www.avito.ru/perm/kvartiry/2-k._kvartira_457m_25et._2189858775;4050000.0
3551; Коломенская ул., 3;р-н Свердловский;5;2.0;4;85.0;раздельный;требует ремонта;на улицу, во двор;лоджия;False;кирпичный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/4-k._kvartira_85m_25et._2223388227;4400000.0
3552; Рабочая ул., 9А;р-н Дзержинский;20;6.0;3;71.8;раздельный;косметический;во двор;лоджия;False;монолитный;открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_718m_620et._2124937354;6700000.0
3553; ул. Грибоедова, 74;р-н Мотовилихинский;25;18.0;3;89.0;раздельный;косметический;во двор;лоджия;False;монолитный;открытая во дворе;True;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_89m_1825et._1212810462;6400000.0
3554; ул. Академика Курчатова, 1;р-н Свердловский;5;1.0;3;59.3;раздельный;требует ремонта;во двор;нет;False;кирпичный;открытая во дворе;False;False;https://www.avito.ru/perm/kvartiry/3-k._kvartira_593m_15et._2114456474;2750000.0
3555; Полевая ул., 7;р-н Дзержинский;21;21.0;3;63.4;совмещенный;евро;на улицу;лоджия;False;монолитный;за шлагбаумом во дворе, открытая во дворе;False;True;https://www.avito.ru/perm/kvartiry/3-k._kvartira_634m_2121et._2155174661;5700000.0
